POLE_ID,P_ALIAS,P_NAME,P_NAME_POR,P_NAME_EN,SID,ALIAS,NAME,NAME_POR,NAME_EN,ROUTE_NOS,lng,lat
7,M11_1,拱形馬路/蓮峰廟,EST. ARCO/ TEMPLO LIN FUNG,EST. ARCO/ TEMPLO LIN FUNG,7,M11,拱形馬路/蓮峰廟,EST. ARCO/ TEMPLO LIN FUNG,EST. ARCO/ TEMPLO LIN FUNG,"1A,27,28B,8,N1B",113.54833444136624,22.210181275001425
16,M22_1,青洲/聖德蘭學校,CONS. BORJA/ ESCOLA S. TERESA,CONS. BORJA/ ESCOLA S. TERESA,16,M22,青洲/聖德蘭學校,CONS. BORJA/ ESCOLA S. TERESA,CONS. BORJA/ ESCOLA S. TERESA,"101,23,26,26A,28B,5X,8,8A,N1A,N1B,N2",113.54191442666401,22.21095488728561
18,M24_1,青洲/聖若瑟中學,CONS. BORJA / COLÉGIO S. JOSÉ,CONS. BORJA / COLÉGIO S. JOSÉ,18,M24,青洲/聖若瑟中學,CONS. BORJA / COLÉGIO S. JOSÉ,CONS. BORJA / COLÉGIO S. JOSÉ,"28B,8",113.5400964987566,22.211107481928813
29,M43_1,螺絲山公園,JARDIM MONTANHA RUSSA,MONTANHA RUSSA PARK,29,M43,螺絲山公園,JARDIM MONTANHA RUSSA,MONTANHA RUSSA PARK,28C,113.55187200093417,22.20317365962197
30,M45_1,荷蘭園/栢蕙,CONS.F.ALMEIDA/ PAK WAI,CONS.F.ALMEIDA/ PAK WAI,30,M45,荷蘭園/栢蕙,CONS.F.ALMEIDA/ PAK WAI,CONS.F.ALMEIDA/ PAK WAI,"2,2A,6A",113.55038553368946,22.202884139893484
36,M51_1,東北大馬路/廣華,AV. NORDESTE/ KWONG WA,AV. NORDESTE/ KWONG WA,36,M51,東北大馬路/廣華,AV. NORDESTE/ KWONG WA,AV. NORDESTE/ KWONG WA,"102,10B,18,18A,18B,2A,34,3A",113.55619685563835,22.207719243747825
37,M52_1,漁翁街/勞工事務局,RUA DOS PESCADORES/DSAL,RUA DOS PESCADORES/DSAL,37,M52,漁翁街/勞工事務局,RUA DOS PESCADORES/DSAL,RUA DOS PESCADORES/DSAL,"10,102,10B,1A,28B,29,3A",113.56000230920401,22.204780130262975
38,M53_1,水塘北角/勞工事務局,R BEND/DSAL,R BEND / LABOUR AFFAIRS BUREAU,38,M53,水塘北角/勞工事務局,R BEND/DSAL,R BEND / LABOUR AFFAIRS BUREAU,"10,102,10B,17,17S,1A,28B,29",113.55992244112585,22.204718851419514
39,M54_1,電力公司,CEM,CEM,39,M54,電力公司,CEM,CEM,"18,18B,2,2A,6A,H2",113.55436308253726,22.203902551212515
40,M59_1,荷蘭花園,CONS.F.ALMEIDA/ HOLLAND GARDEN,CONS.F.ALMEIDA/ HOLLAND GARDEN,40,M59,荷蘭花園,CONS.F.ALMEIDA/ HOLLAND GARDEN,CONS.F.ALMEIDA/ HOLLAND GARDEN,"16,16S,2,2A,6A",113.54942350612569,22.201645514515487
58,M86_1,渡船街/俾利喇街,R. BARCA/ R. XAVIER PEREIRA,R. BARCA/ R. XAVIER PEREIRA,58,M86,渡船街/俾利喇街,R. BARCA/ R. XAVIER PEREIRA,R. BARCA/ R. XAVIER PEREIRA,"18,18A,8",113.54560919258971,22.201737347824007
59,M87_1,連勝馬路,EST. COELHO AMARAL,EST. COELHO AMARAL,59,M87,連勝馬路,EST. COELHO AMARAL,EST. COELHO AMARAL,"17,18,18B,19,7",113.5446227408574,22.20132454108261
60,M88_1,高士德/賈伯樂,HORTA COSTA/ COSTA CABRAL,HORTA COSTA/ COSTA CABRAL,60,M88,高士德/賈伯樂,HORTA COSTA/ COSTA CABRAL,HORTA COSTA/ COSTA CABRAL,"28C,32,5,65,6A,9,9A,N2",113.54795987894317,22.202193441544065
62,M92_1,俾利喇/高士德,XAVIER PEREIRA/ HORTA E COSTA,XAVIER PEREIRA/ HORTA E COSTA,62,M92,俾利喇/高士德,XAVIER PEREIRA/ HORTA E COSTA,XAVIER PEREIRA/ HORTA E COSTA,"12,18,18A,22,28C,56,8",113.5473157176457,22.203226427485
67,M99_1,高士德/紅街市,HORTA COSTA/ MERCADO VERMELHO,HORTA COSTA/ MERCADO VERMELHO,67,M99,高士德/紅街市,HORTA COSTA/ MERCADO VERMELHO,HORTA COSTA/ MERCADO VERMELHO,"23,32,6A,N2",113.5446923027542,22.204938393119946
68,M101_1,幸運閣,OUVIDOR ARRIAGA/ FORTUNA,OUVIDOR ARRIAGA/ FORTUNA,68,M101,幸運閣,OUVIDOR ARRIAGA/ FORTUNA,OUVIDOR ARRIAGA/ FORTUNA,"17,4,8A",113.54757671043494,22.204207710069195
72,M106_1,雅廉訪/聖心,OUVIDOR ARRIAGA/ ESC. S. C. JESUS,OUVIDOR ARRIAGA/ ESC. S. C. JESUS,72,M106,雅廉訪/聖心,OUVIDOR ARRIAGA/ ESC. S. C. JESUS,OUVIDOR ARRIAGA/ ESC. S. C. JESUS,"16,16S,65,7",113.54601413093474,22.205389272890557
74,M110_1,渡船街/婦聯,RUA DA BARCA/ ESC. FU LUN,RUA DA BARCA/ ESC. FU LUN,74,M110,渡船街/婦聯,RUA DA BARCA/ ESC. FU LUN,RUA DA BARCA/ ESC. FU LUN,"18A,8",113.54406682540107,22.202294640157007
76,M113_1,提督/紅街市,ALM. LACERDA/ MERCADO VERMELHO,ALM. LACERDA/ MERCADO VERMELHO,76,M113,提督/紅街市,ALM. LACERDA/ MERCADO VERMELHO,ALM. LACERDA/ MERCADO VERMELHO,"1,26,26A,3,33,6A,8A,N1A",113.54339650937257,22.204675798596863
83,M122_1,新勝街,R. TOMÁS  VIEIRA,R. TOMÁS  VIEIRA,83,M122,新勝街,R. TOMÁS  VIEIRA,R. TOMÁS  VIEIRA,"17,17T",113.54231028081573,22.198529970980232
84,M123_1,東南小學,ALM.COSTA CABRAL/ ESC. TONG NAM,ALM.COSTA CABRAL/ ESC. TONG NAM,84,M123,東南小學,ALM.COSTA CABRAL/ ESC. TONG NAM,ALM.COSTA CABRAL/ ESC. TONG NAM,17,113.5439015813378,22.198484338801237
86,M125_1,栢港停車場,AUTO-SILO PAK KONG,AUTO-SILO PAK KONG,86,M125,栢港停車場,AUTO-SILO PAK KONG,AUTO-SILO PAK KONG,"1,101,16,16S,26,26A,3,33,3X,61,6A,MT4,N1B",113.53676966665677,22.197728267563395
87,M127_1,海邊新街,R. DO GUIMARÃES,R. DO GUIMARÃES,87,M127,海邊新街,R. DO GUIMARÃES,R. DO GUIMARÃES,"1,101,16,16S,26,26A,3,33,3X,6A,71S,MT4,N1B",113.5374922647188,22.200677996926263
96,M140_1,河邊新街/李道巷,ALM. SERGIO / TRAV. LIDO,ALM. SERGIO / TRAV. LIDO,96,M140,河邊新街/李道巷,ALM. SERGIO / TRAV. LIDO,ALM. SERGIO / TRAV. LIDO,"1,18B,26,55,71S,MT4",113.53454567798124,22.19228089438763
100,M147_1,山頂醫院總站,HOSPITAL S. JANUÁRIO/ TERMINAL,HOSPITAL S. JANUÁRIO/ TERMINAL,100,M147,山頂醫院總站,HOSPITAL S. JANUÁRIO/ TERMINAL,HOSPITAL S. JANUÁRIO/ TERMINAL,"6B,H1",113.5462653168545,22.194149638929463
105,M154_1,友誼馬路/海景花園,AV.AMIZADE/ PRACETA DE MIRAMAR,AV.AMIZADE/ PRACETA DE MIRAMAR,105,M154,友誼馬路/海景花園,AV.AMIZADE/ PRACETA DE MIRAMAR,AV.AMIZADE/ PRACETA DE MIRAMAR,N1B,113.55235240613453,22.192163410988137
106,M155_1,東方拱門,ARCO ORIENTE,ARCO ORIENTE,106,M155,東方拱門,ARCO ORIENTE,ARCO ORIENTE,"10,10B,28A,28B,28C,29,3,32,5,56,H3",113.54985888651711,22.19387984401442
107,M156_1,高美士/南園大廈,GONZAGA GOMES/ NAM YUET,GONZAGA GOMES/ NAM YUET,107,M156,高美士/南園大廈,GONZAGA GOMES/ NAM YUET,GONZAGA GOMES/ NAM YUET,"1A,23",113.55025007928305,22.192652034289413
113,M163_1,賈羅布/葡京,LOPO S. CARVALHO/ HOTEL LISBOA,LOPO S. CARVALHO/ HOTEL LISBOA,113,M163,賈羅布/葡京,LOPO S. CARVALHO/ HOTEL LISBOA,LOPO S. CARVALHO/ HOTEL LISBOA,"28B,28C,29",113.54510918361603,22.190476183960726
124,M174_1,海事及水務局,D. DOS S. DE A. MARÍTIMOS E DE ÁGUA,D. DOS S. DE A. MARÍTIMOS E DE ÁGUA,124,M174,海事及水務局,D. DOS S. DE A. MARÍTIMOS E DE ÁGUA,D. DOS S. DE A. MARÍTIMOS E DE ÁGUA,"18,28B",113.53303405608352,22.187884442696028
128,M178_1,立法會前地,PRAÇA DA ASSEMBLEIA LEGISLATIVA,PRAÇA DA ASSEMBLEIA LEGISLATIVA,128,M178,立法會前地,PRAÇA DA ASSEMBLEIA LEGISLATIVA,PRAÇA DA ASSEMBLEIA LEGISLATIVA,"23,32,9A",113.53931736818613,22.18299345696532
131,M181_1,燒灰爐,P. LOBO ÁVILA,P. LOBO ÁVILA,131,M181,燒灰爐,P. LOBO ÁVILA,P. LOBO ÁVILA,"16,16S,18,23,28B,32,6B,9,9A,N2",113.53771943677421,22.18854855780321
136,M192_1,民國馬路,AV. REPÚBLICA,AV. REPÚBLICA,136,M192,民國馬路,AV. REPÚBLICA,AV. REPÚBLICA,"16,16S,28B,6B,9",113.53612841002601,22.185877040095484
137,M193_1,民國馬路/西灣湖,AV. REPÚBLICA/ LAGO,AV. REPÚBLICA/ LAGO,137,M193,民國馬路/西灣湖,AV. REPÚBLICA/ LAGO,AV. REPÚBLICA/ LAGO,9,113.53589173577079,22.18578295948738
138,M194_1,西灣,SAI WAN,SAI WAN,138,M194,西灣,SAI WAN,SAI WAN,9,113.53350321559999,22.18312012738828
139,M195_1,西灣/大興大廈,AV. REPÚBLICA/ TAI HENG,AV. REPÚBLICA/ TAI HENG,139,M195,西灣/大興大廈,AV. REPÚBLICA/ TAI HENG,AV. REPÚBLICA/ TAI HENG,"16S,28B,6B",113.53346946729789,22.183007770180936
145,M203_1,媽閣廟站,TEMPLO Á MA,TEMPLO Á MA,145,M203,媽閣廟站,TEMPLO Á MA,TEMPLO Á MA,"1,10,11,18,2,5,60,61,65,6B",113.53111140789296,22.1870468250146
158,M219_1,勞動節大馬路,AV. 1º DE MAIO,AV. 1º DE MAIO,158,M219,勞動節大馬路,AV. 1º DE MAIO,AV. 1º DE MAIO,"103,2A,2AS,51A,73,AP1,N1A",113.55517737837975,22.20974057598631
161,M222_1,看台街,RUA DA TRIBUNA,RUA DA TRIBUNA,161,M222,看台街,RUA DA TRIBUNA,RUA DA TRIBUNA,"17S,27,3A,N1A",113.55019552788654,22.21319494442389
164,M228_1,祐漢第二街,RUA 2 IAO HON,RUA 2 IAO HON,164,M228,祐漢第二街,RUA 2 IAO HON,RUA 2 IAO HON,22,113.55024981429895,22.211545782654927
168,M233_1,東北大馬路/東華,AV. NORDESTE/ TONG WA,AV. NORDESTE/ TONG WA,168,M233,東北大馬路/東華,AV. NORDESTE/ TONG WA,AV. NORDESTE/ TONG WA,"102,10B,18,18A,18B,2A,34,3A",113.55534124954772,22.206844855566153
169,M234_1,東北大馬路/海濱,AV. NORDESTE/ HOI PAN GARDEN,AV. NORDESTE/ HOI PAN GARDEN,169,M234,東北大馬路/海濱,AV. NORDESTE/ HOI PAN GARDEN,AV. NORDESTE/ HOI PAN GARDEN,"18A,2A,30,34,MT3",113.5552343187606,22.206895787763585
170,M235_1,東北大馬路/保利達,AV. NORDESTE/ POLY TEX,AV. NORDESTE/ POLY TEX,170,M235,東北大馬路/保利達,AV. NORDESTE/ POLY TEX,AV. NORDESTE/ POLY TEX,"102,30,34,51A,MT3",113.55720719789814,22.208942547119698
171,M237_1,社會工作局,INSTITUTO  DE ACÇÃO  SOCIAL,INSTITUTO  DE ACÇÃO  SOCIAL,171,M237,社會工作局,INSTITUTO  DE ACÇÃO  SOCIAL,INSTITUTO  DE ACÇÃO  SOCIAL,"7,8",113.54456183117077,22.198055257356256
181,M252_1,新口岸/科英布拉街,NAPE/RUA DE COIMBRA,NAPE/RUA DE COIMBRA,181,M252,新口岸/科英布拉街,NAPE/RUA DE COIMBRA,NAPE/RUA DE COIMBRA,"17S,1A,39",113.5501317276102,22.18844163232068
183,M254_1,友誼馬路/行車天橋,AV. AMIZADE/ VIADUTO,AV. AMIZADE/ VIADUTO,183,M254,友誼馬路/行車天橋,AV. AMIZADE/ VIADUTO,AV. AMIZADE/ VIADUTO,"1A,28A,28B,29,3,32,3A,AP1,N1A",113.55486103035251,22.19487622242401
195,T309_1,泉亮花園,EDF. CHUN LEONG,EDF. CHUN LEONG,195,T309,泉亮花園,EDF. CHUN LEONG,EDF. CHUN LEONG,"21A,25,25AX,26A,50,72,MT4,N3,N5,N6",113.55825130834305,22.15912398724796
204,T319_1,嘉模泳池,PISCINAS DO CARMO,PISCINAS DO CARMO,204,T319,嘉模泳池,PISCINAS DO CARMO,PISCINAS DO CARMO,"11,15,22,28A,30,33,34",113.5592482567037,22.154994921201936
205,T320_1,氹仔官也街,RUA DO CUNHA,RUA DO CUNHA,205,T320,氹仔官也街,RUA DO CUNHA,RUA DO CUNHA,"11,15,22,28A,30,33,34",113.55717491478006,22.15307567277908
208,T323_1,黑橋/地堡街,PONTE NEGRA/R. DO REGEDOR,PONTE NEGRA/R. DO REGEDOR,208,T323,黑橋/地堡街,PONTE NEGRA/R. DO REGEDOR,PONTE NEGRA/R. DO REGEDOR,"11,15,22,28A,30,33,34",113.55625188201935,22.154521314443524
220,T336_1,海洋花園瞭望台,TERRAÇO PANORÂMICO,TERRAÇO PANORÂMICO,220,T336,海洋花園瞭望台,TERRAÇO PANORÂMICO,TERRAÇO PANORÂMICO,"34,35",113.5430204587076,22.161624081265494
221,T337_1,氹仔海濱花園,EDIFÍCIO BEIRA-MAR,EDIFÍCIO BEIRA-MAR,221,T337,氹仔海濱花園,EDIFÍCIO BEIRA-MAR,EDIFÍCIO BEIRA-MAR,"15,26,34,35,36,52,MT2,MT4,N5",113.54215695508394,22.15849865859378
231,T350_1,廣東大馬路/馬會,AV.KWONG TUNG/ JOCKEY CLUB,AV.KWONG TUNG/ JOCKEY CLUB,231,T350,廣東大馬路/馬會,AV.KWONG TUNG/ JOCKEY CLUB,AV.KWONG TUNG/ JOCKEY CLUB,"30,36",113.54912992743655,22.158029314491152
241,T368_1,奧林匹克大馬路,AVENIDA OLÍMPICA,AVENIDA OLÍMPICA,241,T368,奧林匹克大馬路,AVENIDA OLÍMPICA,AVENIDA OLÍMPICA,"102,25B,26,26A,35,37,72,MT1,MT3",113.5588781948154,22.156565751695048
243,C651_1,路環小型賽車場,KARTÓDROMO DE COLOANE,KARTÓDROMO DE COLOANE,243,C651,路環小型賽車場,KARTÓDROMO DE COLOANE,KARTÓDROMO DE COLOANE,"52,55",113.5611855418004,22.1315075849477
246,C656_1,路環警察訓練營-2,EST. DO CAMPO/ PSP-2,EST. DO CAMPO/ PSP-2,246,C656,路環警察訓練營-2,EST. DO CAMPO/ PSP-2,EST. DO CAMPO/ PSP-2,"21A,25,26,26A,50,N3",113.55349778828537,22.120563250181412
252,C663_1,竹灣泳池-2,EST. CHEOC VAN/ PISCINA - 2,EST. CHEOC VAN/ PISCINA - 2,252,C663,竹灣泳池-2,EST. CHEOC VAN/ PISCINA - 2,EST. CHEOC VAN/ PISCINA - 2,"21A,26A,N3",113.55801338238912,22.11460492828013
253,C664_1,竹灣泳池-1,EST. CHEOC VAN/ PISCINA - 1,EST. CHEOC VAN/ PISCINA - 1,253,C664,竹灣泳池-1,EST. CHEOC VAN/ PISCINA - 1,EST. CHEOC VAN/ PISCINA - 1,"21A,26A,N3",113.55785722081704,22.11480886106623
263,C675_1,竹灣豪園-2,VILA CHOK WAN HOU UN-2,VILA CHOK WAN HOU UN-2,263,C675,竹灣豪園-2,VILA CHOK WAN HOU UN-2,VILA CHOK WAN HOU UN-2,"21A,26A,N3",113.56672624575532,22.11320852453291
264,C676_1,竹灣豪園-1,VILA CHOK WAN HOU UN-1,VILA CHOK WAN HOU UN-1,264,C676,竹灣豪園-1,VILA CHOK WAN HOU UN-1,VILA CHOK WAN HOU UN-1,"21A,26A,N3",113.56630494416757,22.113352241617246
265,C677_1,竹灣燒烤公園-1,CHEOC VAN/ PICNIC-1,CHEOC VAN/ PICNIC-1,265,C677,竹灣燒烤公園-1,CHEOC VAN/ PICNIC-1,CHEOC VAN/ PICNIC-1,"21A,26A,N3",113.56253669870833,22.114485797455455
266,C678_1,竹灣燒烤公園-2,CHEOC VAN/ PICNIC-2,CHEOC VAN/ PICNIC-2,266,C678,竹灣燒烤公園-2,CHEOC VAN/ PICNIC-2,CHEOC VAN/ PICNIC-2,"21A,26A,N3",113.5627303457553,22.113693932535032
279,M205_1,跨境工業區,PARQUE INDUSTRIAL TRANSFRONTEIRIÇO,PARQUE INDUSTRIAL TRANSFRONTEIRIÇO,279,M205,跨境工業區,PARQUE INDUSTRIAL TRANSFRONTEIRIÇO,PARQUE INDUSTRIAL TRANSFRONTEIRIÇO,"23,27,28B,29",113.53452989755229,22.212097911166694
304,M266_1,澳門科學館,CENTRO DE CIENCIA DE MACAU,CENTRO DE CIENCIA DE MACAU,304,M266,澳門科學館,CENTRO DE CIENCIA DE MACAU,CENTRO DE CIENCIA DE MACAU,"12,17S,3A,60,8",113.55653425630304,22.187131392337015
319,M267_1,工業園街,R. DO PARQUE INDUSTRIAL,R. DO PARQUE INDUSTRIAL,319,M267,工業園街,R. DO PARQUE INDUSTRIAL,R. DO PARQUE INDUSTRIAL,"23,27,8,8A",113.53483149894393,22.211608855869546
335,T304_1,氹仔大中華廣場,AV. DR. SUN YAT SEN/ R. LAGOS,AV. DR. SUN YAT SEN/ R. LAGOS,335,T304,氹仔大中華廣場,AV. DR. SUN YAT SEN/ R. LAGOS,AV. DR. SUN YAT SEN/ R. LAGOS,"22,28A,33,35,50B,MT1",113.55673361812124,22.160712540247495
338,M268_1,城市日前地,PRACETA 24 DE JUNHO,PRACETA 24 DE JUNHO,338,M268,城市日前地,PRACETA 24 DE JUNHO,PRACETA 24 DE JUNHO,"29,50,50B,60,7,MT1,MT2,N1A,N2",113.54785717214328,22.187246974899832
345,M91_1,高士德/亞利鴉架街,HORTA E COSTA/ RUA MANUEL ARRIAGA,HORTA E COSTA/ RUA MANUEL ARRIAGA,345,M91,高士德/亞利鴉架街,HORTA E COSTA/ RUA MANUEL ARRIAGA,HORTA E COSTA/ RUA MANUEL ARRIAGA,"25,25B,5,5X,9,9A,N2",113.54615577568123,22.203650387597115
347,T358_1,偉龍/科大醫院,WAI LONG/M.U.S.T.-HOSPITAL,WAI LONG/M.U.S.T.-HOSPITAL,347,T358,偉龍/科大醫院,WAI LONG/M.U.S.T.-HOSPITAL,WAI LONG/M.U.S.T.-HOSPITAL,"26,36,51A,51B,AP1,MT1,N2,N5,N6",113.56796679727601,22.154803474918985
351,M245_1,鏡湖醫院,HOSPITAL KIANG WU,HOSPITAL KIANG WU,351,M245,鏡湖醫院,HOSPITAL KIANG WU,HOSPITAL KIANG WU,"7,8",113.54340558715857,22.19909998466303
353,M83_1,賈伯樂/培正,AL. COSTA CABRAL/ ESC. PUI CHING,AL. COSTA CABRAL/ ESC. PUI CHING,353,M83,賈伯樂/培正,AL. COSTA CABRAL/ ESC. PUI CHING,AL. COSTA CABRAL/ ESC. PUI CHING,"17,8A",113.5470522120026,22.201041192155433
359,M77_1,羅利老馬路,ADOLFO LOUREIRO,ADOLFO LOUREIRO,359,M77,羅利老馬路,ADOLFO LOUREIRO,ADOLFO LOUREIRO,8A,113.54713861407821,22.200325740502635
362,M61_1,二龍喉公園,JARDIM FLORA,FLORA GARDEN,362,M61,二龍喉公園,JARDIM FLORA,FLORA GARDEN,"12,17,18A,2,2A,6A",113.5507634863564,22.200972888137184
363,M40_1,福海花園,RAMPA CAVALEIROS,RAMPA CAVALEIROS,363,M40,福海花園,RAMPA CAVALEIROS,RAMPA CAVALEIROS,28C,113.55135776293064,22.205699421072367
374,T409_1,湖畔公園,JARDIM DO LAGO,JARDIM DO LAGO,374,T409,湖畔公園,JARDIM DO LAGO,JARDIM DO LAGO,"26,30,30X,34,35,56,MT3",113.56215424917968,22.158769587178444
376,M188_1,河邊新街/下環,ALMIRANTE SÉRGIO/ PRAIA MANDUCO,ALMIRANTE SÉRGIO/ PRAIA MANDUCO,376,M188,河邊新街/下環,ALMIRANTE SÉRGIO/ PRAIA MANDUCO,ALMIRANTE SÉRGIO/ PRAIA MANDUCO,"1,10,11,16S,2,21A,26,5,55,60,65,6B,71S,MT4,N3",113.53224813245266,22.188694673102432
379,T414_1,永進馬路/美獅美高梅,AV. DO PROGRESSO / MGM COTAI,AV. DO PROGRESSO / MGM COTAI,379,T414,永進馬路/美獅美高梅,AV. DO PROGRESSO / MGM COTAI,AV. DO PROGRESSO / MGM COTAI,"25B,701X",113.56699334216655,22.1454828498683
386,M38_1,望賢樓,EDF. MONG IN,EDF. MONG IN,386,M38,望賢樓,EDF. MONG IN,EDF. MONG IN,"12,19,22,7",113.5495683389232,22.20578140685096
400,T424_1,海濱圓形地/生態保護區,ROTUNDA MARGINAL/ZONAS ECOLÓGICAS,ROTUNDA MARGINAL/ZONAS ECOLÓGICAS,400,T424,海濱圓形地/生態保護區,ROTUNDA MARGINAL/ZONAS ECOLÓGICAS,ROTUNDA MARGINAL/ZONAS ECOLÓGICAS,"102,52,55,71,71S,72,73,H3",113.55260869415841,22.141426162425176
411,M206_2,黑沙環新街/建華,R. NOVA AREIA PRETA/ EDF. KIN WA,R. NOVA AREIA PRETA/ EDF. KIN WA,411,M206,黑沙環新街/建華,R. NOVA AREIA PRETA/ EDF. KIN WA,R. NOVA AREIA PRETA/ EDF. KIN WA,"10B,17,17S,18,18B,30,30X,3A,51A,N1B",113.55447844524727,22.208528689633933
412,T550_1,澳門大學總站,UNIVERSIDADE DE MACAU/ TERMINAL,UNIVERSIDADE DE MACAU/ TERMINAL,412,T550,澳門大學總站,UNIVERSIDADE DE MACAU/ TERMINAL,UNIVERSIDADE DE MACAU/ TERMINAL,"71,71S",113.5466594843357,22.13564963188534
416,T555_2,澳大/綜合體育館,UM / COMPLEXO DESPORTIVO,UM / COMPLEXO DESPORTIVO,416,T555,澳大/綜合體育館,UM / COMPLEXO DESPORTIVO,UM / COMPLEXO DESPORTIVO,"71,71S,72,73,N6",113.54332016224734,22.133983192279636
33,M48_1,慕拉士/飛通大廈,VENCESLAU MORAIS/EDF.AIRWAY,VENCESLAU MORAIS/AV.NORDESTE,33,M48,慕拉士/飛通大廈,VENCESLAU MORAIS/EDF.AIRWAY,VENCESLAU MORAIS/AV.NORDESTE,"10,102,10B,1A,2,28B,29,3A,6A,H2",113.55440121429021,22.20519533349437
166,M229_1,三角花園,JARDIM TRIANGULAR,JARDIM TRIANGULAR,166,M229,三角花園,JARDIM TRIANGULAR,JARDIM TRIANGULAR,"1,9,9A",113.54831560179896,22.210614036158486
448,M16_2,提督馬路/雅廉訪,AV. ALM. LACERDA/ OUVIDOR ARRIAGA,AV. ALM. LACERDA/ OUVIDOR ARRIAGA,11,M16,提督馬路/雅廉訪,AV. ALM. LACERDA/ OUVIDOR ARRIAGA,AV. ALM. LACERDA/ OUVIDOR ARRIAGA,"16,17,28C,32,4,5,65,8,8A,9,9A",113.54533781573792,22.206432263860876
11,M16_1,提督馬路/雅廉訪,AV. ALM. LACERDA/ OUVIDOR ARRIAGA,AV. ALM. LACERDA/ OUVIDOR ARRIAGA,11,M16,提督馬路/雅廉訪,AV. ALM. LACERDA/ OUVIDOR ARRIAGA,AV. ALM. LACERDA/ OUVIDOR ARRIAGA,"1,16S,26,26A,3,33,3X,N1B,N2",113.54547125193425,22.20665445671515
75,M109_1,提督/高士德,ALMIRANTE LACERDA / HORTA E COSTA,ALMIRANTE LACERDA / HORTA E COSTA,75,M109,提督/高士德,ALMIRANTE LACERDA / HORTA E COSTA,ALMIRANTE LACERDA / HORTA E COSTA,"26,26A,33",113.54399335974487,22.205035058909324
93,M143_1,新馬路/爐石塘,ALMEIDA RIBEIRO / RUA CAMILO PESSANHA,ALMEIDA RIBEIRO / RUA CAMILO PESSANHA,93,M143,新馬路/爐石塘,ALMEIDA RIBEIRO / RUA CAMILO PESSANHA,ALMEIDA RIBEIRO / RUA CAMILO PESSANHA,"11,21A,21AT,26A,26AT,33",113.53793177445921,22.195196729747316
120,M170_1,殷皇子馬路,AV.INFANTE D. HENRIQUE,AV.INFANTE D. HENRIQUE,120,M170,殷皇子馬路,AV.INFANTE D. HENRIQUE,AV.INFANTE D. HENRIQUE,"11,21A,21AT,26A,26AT,33",113.5417008361568,22.191639866391327
109,M158_1,北京街/假日酒店,RUA DE PEQUIM/ HOLIDAY INN,RUA DE PEQUIM/ HOLIDAY INN,109,M158,北京街/假日酒店,RUA DE PEQUIM/ HOLIDAY INN,RUA DE PEQUIM/ HOLIDAY INN,"10,10B,25B,28C,50",113.54768396240809,22.191736889042346
112,M161_1,高美士/利澳,GONZAGA GOMES/ RIO,GONZAGA GOMES/ RIO,112,M161,高美士/利澳,GONZAGA GOMES/ RIO,GONZAGA GOMES/ RIO,"10,10B,1A,28A,28B,28C,29,3,32",113.55020079122785,22.192681768829573
108,M157_1,治安警察局,C. P. S. P.,C. P. S. P.,108,M157,治安警察局,C. P. S. P.,C. P. S. P.,"25B,28A,H3",113.54673881394393,22.191949109150592
462,M157_2,治安警察局,C. P. S. P.,C. P. S. P.,108,M157,治安警察局,C. P. S. P.,C. P. S. P.,"10,10B,28B,28C,29,3,32,5,6A,6B",113.5466310554469,22.191884604970273
123,M173_1,約翰四世大馬路,AV. D. JOÃO IV,AV. D. JOÃO IV,123,M173,約翰四世大馬路,AV. D. JOÃO IV,AV. D. JOÃO IV,"10,3,4,5,6A",113.5429699874311,22.191966691864216
463,M173_2,約翰四世大馬路,AV. D. JOÃO IV,AV. D. JOÃO IV,123,M173,約翰四世大馬路,AV. D. JOÃO IV,AV. D. JOÃO IV,"18,18A,18B,19,22,25,25B,7",113.54285175710358,22.191868271775526
121,M171_1,中區/殷皇子馬路,CENTRO/INFANTE D. HENRIQUE,CENTRO/INFANTE D. HENRIQUE,121,M171,中區/殷皇子馬路,CENTRO/INFANTE D. HENRIQUE,CENTRO/INFANTE D. HENRIQUE,"10,2,3A,5,8A",113.5415480492978,22.191597286841294
464,M171_2,中區/殷皇子馬路,CENTRO/INFANTE D. HENRIQUE,CENTRO/INFANTE D. HENRIQUE,121,M171,中區/殷皇子馬路,CENTRO/INFANTE D. HENRIQUE,CENTRO/INFANTE D. HENRIQUE,"101,101XS,11,21A,21AT,26A,33,N1A,N3",113.541492633949,22.191650807051502
90,M132_1,十六浦,PONTE 16,PONTE 16,90,M132,十六浦,PONTE 16,PONTE 16,"101,101XS,18B,26,26A,33,4,8A,N1A",113.53660064047206,22.197387739305224
77,M114_1,沙梨頭海邊街,R.  RIBEIRA  PATANE,R.  RIBEIRA  PATANE,77,M114,沙梨頭海邊街,R.  RIBEIRA  PATANE,R.  RIBEIRA  PATANE,"1,26A,3,33,6A,N1A",113.54015031823815,22.203087283613037
13,M19_1,白朗古將軍馬路,AV.  GEN.  CASTELO  BRANCO,AV.  GEN.  CASTELO  BRANCO,13,M19,白朗古將軍馬路,AV.  GEN.  CASTELO  BRANCO,AV.  GEN.  CASTELO  BRANCO,"1,23,25B,9,9A,N1A",113.54480130660686,22.209354275621187
