POLE_ID,P_ALIAS,P_NAME,P_NAME_POR,P_NAME_EN,SID,ALIAS,NAME,NAME_POR,NAME_EN,ROUTE_NOS,lng,lat
407,M151_1,山頂醫院急診大樓,URGÊNCIAS DO HOSPITAL S. JANUÁRIO,URGÊNCIAS DO HOSPITAL S. JANUÁRIO,407,M151,山頂醫院急診大樓,URGÊNCIAS DO HOSPITAL S. JANUÁRIO,URGÊNCIAS DO HOSPITAL S. JANUÁRIO,"28C,6A,6B,H1,H2,H3",113.54729660489663,22.194069030679945
101,M148_1,東望洋斜巷,CALÇADA DA GUIA,CALÇADA DA GUIA,101,M148,東望洋斜巷,CALÇADA DA GUIA,CALÇADA DA GUIA,"28C,H1",113.54650417765023,22.195933970884052
99,M145_1,愕斜巷/山頂醫院,CALÇADA  DA  SURPRESA / HOSPITAL  S.  JANUÁRIO,CALÇADA  DA  SURPRESA / HOSPITAL  S.  JANUÁRIO,99,M145,愕斜巷/山頂醫院,CALÇADA  DA  SURPRESA / HOSPITAL  S.  JANUÁRIO,CALÇADA  DA  SURPRESA / HOSPITAL  S.  JANUÁRIO,"17,6A",113.54592962141652,22.19460177292953
141,M197_1,半邊橙/迅發花園,MEIA LARANJA/ SON FAT,MEIA LARANJA/ SON FAT,141,M197,半邊橙/迅發花園,MEIA LARANJA/ SON FAT,MEIA LARANJA/ SON FAT,"16S,28B,6B",113.53079783323291,22.18208946321597
140,M196_1,半邊橙,MEIA LARANJA,MEIA LARANJA,140,M196,半邊橙,MEIA LARANJA,MEIA LARANJA,9,113.53146986073183,22.18174257394893
125,M175_1,濠璟酒店,POUSADA RITZ,POUSADA RITZ,125,M175,濠璟酒店,POUSADA RITZ,POUSADA RITZ,"16,9",113.53611348463052,22.186184008119344
129,M179_1,巴掌圍,S. AGOSTINHO,S. AGOSTINHO,129,M179,巴掌圍,S. AGOSTINHO,S. AGOSTINHO,"16,16S,23,28B,32,6B,9,9A,N2",113.53891140463041,22.19062567443579
122,M68_1,葡京路,AV. LISBOA,AV. LISBOA,122,M68,葡京路,AV. LISBOA,AV. LISBOA,"9,9A",113.54391904042086,22.19043168085302
28,M39_1,澳廣視,TDM,TDM,28,M39,澳廣視,TDM,TDM,"12,18A,19,22,8",113.54959060780627,22.205928668169193
79,M116_1,亞利鴉架街,RUA MANUEL ARRIAGA,RUA MANUEL ARRIAGA,79,M116,亞利鴉架街,RUA MANUEL ARRIAGA,RUA MANUEL ARRIAGA,"7,8",113.54567403769954,22.202306510411244
54,M81_1,歸僑總會,ASSOC GERAL DOS CHINESES ULTRAMARINOS,ASSOC GERAL DOS CHINESES ULTRAMARINOS,54,M81,歸僑總會,ASSOC GERAL DOS CHINESES ULTRAMARINOS,ASSOC GERAL DOS CHINESES ULTRAMARINOS,"7,8",113.54526768957346,22.200362671714664
55,M82_1,賈伯樂/沙嘉都喇,AL. COSTA CABRAL/ SACADURA CABRAL,AL. COSTA CABRAL/ SACADURA CABRAL,55,M82,賈伯樂/沙嘉都喇,AL. COSTA CABRAL/ SACADURA CABRAL,AL. COSTA CABRAL/ SACADURA CABRAL,17,113.54605143646766,22.200229832397582
53,M78_1,沙嘉都喇街,SACADURA CABRAL,SACADURA CABRAL,53,M78,沙嘉都喇街,SACADURA CABRAL,SACADURA CABRAL,"7,8",113.54657212243872,22.199490392754555
51,M75_1,高美士中葡中學,ESCOLA S. LUSO-CHINESA DE L.G. GOMES,ESCOLA S. LUSO-CHINESA DE L.G. GOMES,51,M75,高美士中葡中學,ESCOLA S. LUSO-CHINESA DE L.G. GOMES,ESCOLA S. LUSO-CHINESA DE L.G. GOMES,"7,8",113.54772691928365,22.198728868744617
49,M72_1,陳瑞祺中學,EST. VITÓRIA/ ESC. CHAN SUI KI,EST. VITÓRIA/ ESC. CHAN SUI KI,49,M72,陳瑞祺中學,EST. VITÓRIA/ ESC. CHAN SUI KI,EST. VITÓRIA/ ESC. CHAN SUI KI,"17,28C",113.54905490776704,22.198525980692676
102,M149_1,粵華中學,YUET WAH COLLEGE,YUET WAH COLLEGE,102,M149,粵華中學,YUET WAH COLLEGE,YUET WAH COLLEGE,"17,28C",113.5479194481101,22.19725110461997
154,M215_1,福泰工業大廈,EDF. IND. FÔK TAI,EDF. IND. FÔK TAI,154,M215,福泰工業大廈,EDF. IND. FÔK TAI,EDF. IND. FÔK TAI,"10B,27",113.55281557327659,22.208987568221218
35,M50_1,勞動節大馬路/廣華,AV1。DEMAIO/ KWONG WA,AV1。DEMAIO/ KWONG WA,35,M50,勞動節大馬路/廣華,AV1。DEMAIO/ KWONG WA,AV1。DEMAIO/ KWONG WA,"103,17S,25AX,2AS,3AX,73,AP1,N1A",113.55752833110255,22.20782266682655
149,M209_1,青洲總站,EST. ILHA VERDE/ TERMINAL,EST. ILHA VERDE/ TERMINAL,149,M209,青洲總站,EST. ILHA VERDE/ TERMINAL,EST. ILHA VERDE/ TERMINAL,"23,28B",113.53633560998452,22.209369554579094
540,M209_2,青洲總站,EST. ILHA VERDE/ TERMINAL,EST. ILHA VERDE/ TERMINAL,149,M209,青洲總站,EST. ILHA VERDE/ TERMINAL,EST. ILHA VERDE/ TERMINAL,"27,8,8A",113.53613417521105,22.21003734250801
150,M211_1,青洲/鴨涌河,EST. ILHA VERDE/ CANAL DOS PATOS,EST. ILHA VERDE/ CANAL DOS PATOS,150,M211,青洲/鴨涌河,EST. ILHA VERDE/ CANAL DOS PATOS,EST. ILHA VERDE/ CANAL DOS PATOS,"23,27,28B,29,8,8A",113.53771163814805,22.213367280839996
378,M5_1,街總社區服務大樓,UNIÃO G. DAS ASSOCIAÇÕES DOS MORADORES,UNIÃO G. DAS ASSOCIAÇÕES DOS MORADORES,378,M5,街總社區服務大樓,UNIÃO G. DAS ASSOCIAÇÕES DOS MORADORES,UNIÃO G. DAS ASSOCIAÇÕES DOS MORADORES,"25B,9",113.54405469485226,22.213273084037322
19,M25_1,青洲/自來水公司,ILHA VERDE/S.A.A.M.,ILHA VERDE/S.A.A.M.,19,M25,青洲/自來水公司,ILHA VERDE/S.A.A.M.,ILHA VERDE/S.A.A.M.,"23,28B,8,H2",113.54005078981143,22.211168621052632
73,M107_1,聖心學校,ESC. S. C. JESUS,ESC. S. C. JESUS,73,M107,聖心學校,ESC. S. C. JESUS,ESC. S. C. JESUS,"17,18B,19",113.54683003158385,22.20587032541435
81,M119_1,永樂戲院,CINEMA ALEGRIA,CINEMA ALEGRIA,81,M119,永樂戲院,CINEMA ALEGRIA,CINEMA ALEGRIA,"18A,26,8,8A",113.54304161852981,22.20167620760019
57,M85_1,羅利老/得勝花園,ADOLFO LOUREIRO/ JARDIM             VITÓRIA,ADOLFO LOUREIRO/ JARDIM             VITÓRIA,57,M85,羅利老/得勝花園,ADOLFO LOUREIRO/ JARDIM             VITÓRIA,ADOLFO LOUREIRO/ JARDIM             VITÓRIA,8A,113.54811464456188,22.199303482921767
116,M166_1,西坑街,RUA DA PENHA,RUA DA PENHA,116,M166,西坑街,RUA DA PENHA,RUA DA PENHA,"16,9",113.53575867545136,22.18854408358746
21,M27_1,關閘馬路/三角花園,ISTMO F. AMARAL / JARDIM TRIANGULAR,ISTMO F. AMARAL / JARDIM TRIANGULAR,21,M27,關閘馬路/三角花園,ISTMO F. AMARAL / JARDIM TRIANGULAR,ISTMO F. AMARAL / JARDIM TRIANGULAR,"1A,28B,7,H2",113.54853335641756,22.21073140010257
232,T351_1,布拉干薩街,RUA BRAGANÇA,RUA BRAGANÇA,232,T351,布拉干薩街,RUA BRAGANÇA,RUA BRAGANÇA,"11,35,MT5",113.55258234790075,22.158848233758924
233,T352_1,廣東大馬路/濠景,AV. KWONG TUNG/ NOVA TAIPA,AV. KWONG TUNG/ NOVA TAIPA,233,T352,廣東大馬路/濠景,AV. KWONG TUNG/ NOVA TAIPA,AV. KWONG TUNG/ NOVA TAIPA,"30,30X,36,37,MT2,MT5",113.55265572904268,22.15956507941948
228,T346_1,廣東大馬路/鴻發,AV.KWONG TUNG/ EDF. HUNG FAT,AV.KWONG TUNG/ EDF. HUNG FAT,228,T346,廣東大馬路/鴻發,AV.KWONG TUNG/ EDF. HUNG FAT,AV.KWONG TUNG/ EDF. HUNG FAT,"35,MT5",113.55463117099552,22.161855651449148
321,T402_1,泉澧花園,CHUN LAI GARDEN,CHUN LAI GARDEN,321,T402,泉澧花園,CHUN LAI GARDEN,CHUN LAI GARDEN,"102,21A,25,25B,26A,50,72,H3,N2,N3",113.55619855235788,22.161284819544353
203,T318_1,泉悅花園,FERNÃO M. PINTO/ CHUN IUT GARDEN,FERNÃO M. PINTO/ CHUN IUT GARDEN,203,T318,泉悅花園,FERNÃO M. PINTO/ CHUN IUT GARDEN,FERNÃO M. PINTO/ CHUN IUT GARDEN,"11,15,22,28A,30,33,34",113.55951757589426,22.156413591990795
210,T325_2,華寶花園,EDF. JARDIM DE VA POU,EDF. JARDIM DE VA POU,210,T325,華寶花園,EDF. JARDIM DE VA POU,EDF. JARDIM DE VA POU,"102,15,26,30,30X,34,37,72,MT3,N2",113.55510106313481,22.1555662912
225,T341_1,聖公會中學,COLÉGIO ANGLICANO,COLÉGIO ANGLICANO,225,T341,聖公會中學,COLÉGIO ANGLICANO,COLÉGIO ANGLICANO,"11,37,39,72",113.56013872189295,22.161456131718694
191,T305_1,城市大學,UNIVERSIDADE DA CIDADE,UNIVERSIDADE DA CIDADE,191,T305,城市大學,UNIVERSIDADE DA CIDADE,UNIVERSIDADE DA CIDADE,"11,37",113.55641330099594,22.163877475361947
339,T403_1,史伯泰/麗景灣,ESPARTEIRO / REGENCY,ESPARTEIRO / REGENCY,339,T403,史伯泰/麗景灣,ESPARTEIRO / REGENCY,ESPARTEIRO / REGENCY,"21A,22,25,25AX,25B,26A,28A,33,39,50,50B,H3,MT1,MT5,N3",113.55368208086944,22.16277547446677
189,T300_1,史伯泰/盧廉若,ESPARTEIRO/LOU LIM IEOK,ESPARTEIRO/LOU LIM IEOK,189,T300,史伯泰/盧廉若,ESPARTEIRO/LOU LIM IEOK,ESPARTEIRO/LOU LIM IEOK,"11,21A,22,25,25B,26A,28A,33,39,50,50B,H3,MT1,MT5,N2,N3",113.55271656883288,22.16268534016381
193,T307_1,宋玉生博士圓形地,ROTUNDA DR.CARLOS A. C. P. D'ASSUMPÇÃO,ROTUNDA DR.CARLOS A. C. P. D'ASSUMPÇÃO,193,T307,宋玉生博士圓形地,ROTUNDA DR.CARLOS A. C. P. D'ASSUMPÇÃO,ROTUNDA DR.CARLOS A. C. P. D'ASSUMPÇÃO,"11,35,37,39,72,N2",113.55504355278737,22.162606245241935
206,T321_1,氹仔中葡小學,LARGO TAMAG. BARBOSA,LARGO TAMAG. BARBOSA,206,T321,氹仔中葡小學,LARGO TAMAG. BARBOSA,LARGO TAMAG. BARBOSA,"11,15,22,28A,30,33,34",113.55532780025413,22.152175968375087
218,T334_1,海洋花園/紫荊苑,JARDINS DO OCEANO/ BAUHINIA COURT,JARDINS DO OCEANO/ BAUHINIA COURT,218,T334,海洋花園/紫荊苑,JARDINS DO OCEANO/ BAUHINIA COURT,JARDINS DO OCEANO/ BAUHINIA COURT,"26,35,36,52,MT2,MT4,N5",113.54383254523164,22.161161453696366
199,T313_1,氹仔茵景園,EDF. GREENVILLE,EDF. GREENVILLE,199,T313,氹仔茵景園,EDF. GREENVILLE,EDF. GREENVILLE,"15,21A,25,30X,50,50B,56,MT4,N2,N3,N5,N6",113.55995334515913,22.15615436317477
200,T314_2,信虹花園,JARDIM LAMEIRAS,JARDIM LAMEIRAS,200,T314,信虹花園,JARDIM LAMEIRAS,JARDIM LAMEIRAS,"15,21A,25,36,50,50B,51B,56,AP1,MT4",113.5599030665715,22.15641902180515
201,T315_1,氹仔CEM貨倉,NOBRE CARVALHO/ ARMAZEM CEM,NOBRE CARVALHO/ ARMAZEM CEM,201,T315,氹仔CEM貨倉,NOBRE CARVALHO/ ARMAZEM CEM,NOBRE CARVALHO/ ARMAZEM CEM,"15,21A,25,50,50B,56,MT4,N2,N3,N5,N6",113.56141517124526,22.154690557734725
298,T373_1,偉龍/科技大學,WAI LONG/M.U.S.T.,WAI LONG/M.U.S.T.,298,T373,偉龍/科技大學,WAI LONG/M.U.S.T.,WAI LONG/M.U.S.T.,"36,51B,AP1,N2,N5,N6",113.5651466865344,22.1521134027938
240,T367_1,望德聖母灣馬路/連貫公路,EST. BAIA N. S. ESPERANÇA/ ISTMO,EST. BAIA N. S. ESPERANÇA/ ISTMO,240,T367,望德聖母灣馬路/連貫公路,EST. BAIA N. S. ESPERANÇA/ ISTMO,EST. BAIA N. S. ESPERANÇA/ ISTMO,"25B,25BS,26A,26AT,30X,35,51A,701X,MT1,MT3",113.56240061383055,22.15051143365632
239,T366_1,望德聖母灣馬路/紅樹林,EST. BAIA N. S. ESPERANÇA/ MANGAL,EST. BAIA N. S. ESPERANÇA/ MANGAL,239,T366,望德聖母灣馬路/紅樹林,EST. BAIA N. S. ESPERANÇA/ MANGAL,EST. BAIA N. S. ESPERANÇA/ MANGAL,"25B,25BS,26A,26AT,35,51A,MT1,MT3",113.55991144443317,22.150116826139897
291,T392_1,霍英東馬路/新濠天地,AV. DR. HENRY FOK / C.O.D.,AV. DR. HENRY FOK / C.O.D.,291,T392,霍英東馬路/新濠天地,AV. DR. HENRY FOK / C.O.D.,AV. DR. HENRY FOK / C.O.D.,"35,50,50B,701X",113.565469455407,22.150271022966947
301,T375_1,連貫公路/新濠天地,EST. DO ISTMO/ C.O.D.,EST. DO ISTMO/ C.O.D.,301,T375,連貫公路/新濠天地,EST. DO ISTMO/ C.O.D.,EST. DO ISTMO/ C.O.D.,"15,21A,25,25AX,25B,25BS,26,26A,26AT,51B,56,MT4,N3",113.56401861610532,22.1493627805073
308,C655_1,石排灣郊野公園,PARQUE DE SEAC PAI VAN,PARQUE DE SEAC PAI VAN,308,C655,石排灣郊野公園,PARQUE DE SEAC PAI VAN,PARQUE DE SEAC PAI VAN,"21A,25,26,26A,50,N3",113.55537977980005,22.12546093888798
247,C657_1,路環警察訓練營-1,EST. DO CAMPO/ PSP-1,EST. DO CAMPO/ PSP-1,247,C657,路環警察訓練營-1,EST. DO CAMPO/ PSP-1,EST. DO CAMPO/ PSP-1,"21A,25,26,26A,50,N3",113.55355105301992,22.120540253296095
254,C665_1,竹灣馬路-2,EST. CHEOC VAN-2,EST. CHEOC VAN-2,254,C665,竹灣馬路-2,EST. CHEOC VAN-2,EST. CHEOC VAN-2,"21A,26A,N3",113.56043431721585,22.11426188373792
257,C668_1,竹灣海灘-2,PRAIA CHEOC VAN - 2,PRAIA CHEOC VAN - 2,257,C668,竹灣海灘-2,PRAIA CHEOC VAN - 2,PRAIA CHEOC VAN - 2,"21A,26A,N3",113.56352515223509,22.112885005899326
256,C667_1,竹灣海灘-1,PRAIA CHEOC VAN - 1,PRAIA CHEOC VAN - 1,256,C667,竹灣海灘-1,PRAIA CHEOC VAN - 1,PRAIA CHEOC VAN - 1,"21A,26A,N3",113.56359151749416,22.112978742348133
410,C694_1,黑沙村-2,POVOAÇÃO DE HAC SÁ-2,POVOAÇÃO DE HAC SÁ-2,410,C694,黑沙村-2,POVOAÇÃO DE HAC SÁ-2,POVOAÇÃO DE HAC SÁ-2,21A,113.56663761339874,22.117589641014185
409,C693_1,黑沙村-1,POVOAÇÃO DE HAC SÁ-1,POVOAÇÃO DE HAC SÁ-1,409,C693,黑沙村-1,POVOAÇÃO DE HAC SÁ-1,POVOAÇÃO DE HAC SÁ-1,21A,113.56634184738068,22.118063872401343
269,C681_1,黑沙水庫-1,BARRAGEM DE HAC SÁ-1,BARRAGEM DE HAC SÁ-1,269,C681,黑沙水庫-1,BARRAGEM DE HAC SÁ-1,BARRAGEM DE HAC SÁ-1,"15T,21A",113.57081326826915,22.123880979209122
354,C679_1,黑沙水庫-2,BARRAGEM DE HAC SÁ-2,BARRAGEM DE HAC SÁ-2,354,C679,黑沙水庫-2,BARRAGEM DE HAC SÁ-2,BARRAGEM DE HAC SÁ-2,"15T,21A",113.57165374459036,22.123854499135028
259,C670_1,鷺環海天酒店-2,GRAND COLOANE RESORT-2,GRAND COLOANE RESORT-2,259,C670,鷺環海天酒店-2,GRAND COLOANE RESORT-2,GRAND COLOANE RESORT-2,21A,113.57575318724598,22.126623210915987
260,C671_1,鷺環海天酒店-1,GRAND COLOANE RESORT-1,GRAND COLOANE RESORT-1,260,C671,鷺環海天酒店-1,GRAND COLOANE RESORT-1,GRAND COLOANE RESORT-1,21A,113.57615473004752,22.12704551685248
261,C672_1,九澳村,POVOAÇÃO DE KÁ-HÓ,POVOAÇÃO DE KÁ-HÓ,261,C672,九澳村,POVOAÇÃO DE KÁ-HÓ,POVOAÇÃO DE KÁ-HÓ,15,113.58155526244224,22.132088785577217
403,T559_1,大學南,SUL DA UNIVERSIDADE,SUL DA UNIVERSIDADE,403,T559,大學南,SUL DA UNIVERSIDADE,SUL DA UNIVERSIDADE,"71,71S,72,73,N6",113.54628039475726,22.12420859984846
402,T551_1,澳大/研究生宿舍,UM / RESIDÊNCIA DE E. DE PÓS-GRADUAÇÃO,UM / RESIDÊNCIA DE E. DE PÓS-GRADUAÇÃO,402,T551,澳大/研究生宿舍,UM / RESIDÊNCIA DE E. DE PÓS-GRADUAÇÃO,UM / RESIDÊNCIA DE E. DE PÓS-GRADUAÇÃO,"71,71S,73",113.54631414014621,22.124800091889394
405,T552_1,澳大/中央教學樓,UM / SALA DE AULAS:EDIFÍCIO CENTRAL,UM / SALA DE AULAS:EDIFÍCIO CENTRAL,405,T552,澳大/中央教學樓,UM / SALA DE AULAS:EDIFÍCIO CENTRAL,UM / SALA DE AULAS:EDIFÍCIO CENTRAL,"71,71S,72,73,N6",113.54657039493827,22.128074558970436
415,T558_1,大學大馬路,AVENIDA DA UNIVERSIDADE,AVENIDA DA UNIVERSIDADE,415,T558,大學大馬路,AVENIDA DA UNIVERSIDADE,AVENIDA DA UNIVERSIDADE,"71,71S,72,73,N6",113.54684910096626,22.130403899482644
404,T553_1,澳大/大學展館,UM / GALERIA DA UNIVERSIDADE,UM / GALERIA DA UNIVERSIDADE,404,T553,澳大/大學展館,UM / GALERIA DA UNIVERSIDADE,UM / GALERIA DA UNIVERSIDADE,"71,71S,72,73,N6",113.54657137676033,22.13039761340245
413,T554_1,澳大/大學會堂,UM / AULA MAGNA DA UNIVERSIDADE,UM / AULA MAGNA DA UNIVERSIDADE,413,T554,澳大/大學會堂,UM / AULA MAGNA DA UNIVERSIDADE,UM / AULA MAGNA DA UNIVERSIDADE,"71,71S,72,73,N6",113.54646527914355,22.1340834163348
414,T557_1,大學北,NORTE DA UNIVERSIDADE,NORTE DA UNIVERSIDADE,414,T557,大學北,NORTE DA UNIVERSIDADE,NORTE DA UNIVERSIDADE,"71,71S,72,73,N6",113.54656602421419,22.134077500972154
417,T556_1,澳大/行政樓,UM / EDIFÍCIO ADMINISTRATIVO,UM / EDIFÍCIO ADMINISTRATIVO,417,T556,澳大/行政樓,UM / EDIFÍCIO ADMINISTRATIVO,UM / EDIFÍCIO ADMINISTRATIVO,"71,71S,72,73,N6",113.54358462053793,22.134130908626922
401,T425_1,海濱圓形地/西堤馬路,ROTUNDA MARGINAL/ EST. DO DIQUE OESTE,ROTUNDA MARGINAL/ EST. DO DIQUE OESTE,401,T425,海濱圓形地/西堤馬路,ROTUNDA MARGINAL/ EST. DO DIQUE OESTE,ROTUNDA MARGINAL/ EST. DO DIQUE OESTE,"102,52,55,71,71S,72,73,H3",113.55242272914938,22.141104812741755
322,T394_1,新城大馬路/威尼斯人,AV. CIDADE NOVA/ VENETIAN,AV. CIDADE NOVA/ VENETIAN,322,T394,新城大馬路/威尼斯人,AV. CIDADE NOVA/ VENETIAN,AV. CIDADE NOVA/ VENETIAN,"51A,701X,71S,72",113.55813736012561,22.148824777854053
323,T395_1,新城大馬路/銀河,AV. CIDADE NOVA/ GALAXY,AV. CIDADE NOVA/ GALAXY,323,T395,新城大馬路/銀河,AV. CIDADE NOVA/ GALAXY,AV. CIDADE NOVA/ GALAXY,"51A,72",113.55794195875517,22.148842040190367
294,T389_1,澳門東亞運動會體育館,N. D. DOS J. DA ÁSIA ORIENTAL DE MACAU,N. D. DOS J. DA ÁSIA ORIENTAL DE MACAU,294,T389,澳門東亞運動會體育館,N. D. DOS J. DA ÁSIA ORIENTAL DE MACAU,N. D. DOS J. DA ÁSIA ORIENTAL DE MACAU,50,113.56855486757802,22.139896720332064
293,T386_1,蓮花路/蓮花圓形地-2,EST. F. DE LÓTUS/ROTUNDA F. DE LÓTUS-2,EST. F. DE LÓTUS/ROTUNDA F. DE LÓTUS-2,293,T386,蓮花路/蓮花圓形地-2,EST. F. DE LÓTUS/ROTUNDA F. DE LÓTUS-2,EST. F. DE LÓTUS/ROTUNDA F. DE LÓTUS-2,59,113.56450578895645,22.1390771764441
346,T404_1,駕駛學習暨考試中心,CENTRO DE APRENDIZAGEM E EXAMES DE CONDUÇÃO,CENTRO DE APRENDIZAGEM E EXAMES DE CONDUÇÃO,346,T404,駕駛學習暨考試中心,CENTRO DE APRENDIZAGEM E EXAMES DE CONDUÇÃO,CENTRO DE APRENDIZAGEM E EXAMES DE CONDUÇÃO,"35,50B",113.57539544357427,22.151288240915683
356,T406_1,機場圓形地/偉龍,ROTUNDA DO AEROPORTO / WAI LONG,ROTUNDA DO AEROPORTO / WAI LONG,356,T406,機場圓形地/偉龍,ROTUNDA DO AEROPORTO / WAI LONG,ROTUNDA DO AEROPORTO / WAI LONG,"26,37,51A,MT1,N2,N5",113.5678913964755,22.154981493936674
236,T356_1,澳門機場,AEROPORTO  DE  MACAU,AEROPORTO  DE  MACAU,236,T356,澳門機場,AEROPORTO  DE  MACAU,AEROPORTO  DE  MACAU,"26,51A,51B",113.57383425560265,22.157729388086395
227,T344_1,機場倉庫,OFICINAS DO AEROPORTO,OFICINAS DO AEROPORTO,227,T344,機場倉庫,OFICINAS DO AEROPORTO,OFICINAS DO AEROPORTO,"26,36,51A,51B,AP1,MT1,N2",113.57386711383423,22.161624520082896
397,T428_1,聚龍明珠/榮苑,TJOI LONG SEA VIEW/BLOCO 1,TJOI LONG SEA VIEW/BLOCO 1,397,T428,聚龍明珠/榮苑,TJOI LONG SEA VIEW/BLOCO 1,TJOI LONG SEA VIEW/BLOCO 1,"39,72",113.55895599488076,22.16566397054468
287,T302_1,盧廉若/葡京花園,LOU LIM IEOK/ JARDINS DE LISBOA,LOU LIM IEOK/ JARDINS DE LISBOA,287,T302,盧廉若/葡京花園,LOU LIM IEOK/ JARDINS DE LISBOA,LOU LIM IEOK/ JARDINS DE LISBOA,35,113.54844525393999,22.159503950724663
286,T301_1,盧廉若/菩提園,LOU LIM IEOK/ TEMPLO DE POU TAI UN,LOU LIM IEOK/ TEMPLO DE POU TAI UN,286,T301,盧廉若/菩提園,LOU LIM IEOK/ TEMPLO DE POU TAI UN,LOU LIM IEOK/ TEMPLO DE POU TAI UN,35,113.55135322395844,22.161675430430495
371,T412_1,氹仔中央公園/成都街,PARQUE CENTRAL DA TAIPA/R. SENG TOU,PARQUE CENTRAL DA TAIPA/R. SENG TOU,371,T412,氹仔中央公園/成都街,PARQUE CENTRAL DA TAIPA/R. SENG TOU,PARQUE CENTRAL DA TAIPA/R. SENG TOU,"30X,36,MT2",113.55448233074621,22.158379032688078
370,T413_1,氹仔中央公園/哥英布拉街,PARQUE CENTRAL DA TAIPA/RUA DE COIMBRA,PARQUE CENTRAL DA TAIPA/RUA DE COIMBRA,370,T413,氹仔中央公園/哥英布拉街,PARQUE CENTRAL DA TAIPA/RUA DE COIMBRA,PARQUE CENTRAL DA TAIPA/RUA DE COIMBRA,"11,30,36,39",113.55551009834848,22.15892445849064
384,C692_1,樂居大馬路/樂群樓,AV. DE LOK KOI / EDF. LOK KUAN,AV. DE LOK KOI / EDF. LOK KUAN,384,C692,樂居大馬路/樂群樓,AV. DE LOK KOI / EDF. LOK KUAN,AV. DE LOK KOI / EDF. LOK KUAN,"21A,25,26,26A,50,59,N3",113.56115152679163,22.12945318618637
385,C691_1,樂居大馬路/居雅大廈,AV. DE LOK KOI / EDF. KOI NGA,AV. DE LOK KOI / EDF. KOI NGA,385,C691,樂居大馬路/居雅大廈,AV. DE LOK KOI / EDF. KOI NGA,AV. DE LOK KOI / EDF. KOI NGA,"21A,25,26,26A,50,59,N3",113.56103054477151,22.129409809169452
382,C652_1,安順大廈,EDIFÍCIO ON SON,EDIFÍCIO ON SON,382,C652,安順大廈,EDIFÍCIO ON SON,EDIFÍCIO ON SON,"21A,25,26,26A,50,59,N3",113.55878466406716,22.12829280124827
548,T308_1,氹仔電訊,AV. SUN YAT SEN / CTM,AV. SUN YAT SEN / CTM,426,T308,氹仔電訊,AV. SUN YAT SEN / CTM,AV. SUN YAT SEN / CTM,"22,25,25AX,25B,28A,50,50B,MT1",113.55667131804132,22.160646280025937
551,M274_1,筷子基衛生中心,CENTRO DE SAÚDE FAI CHI KEI,CENTRO DE SAÚDE FAI CHI KEI,428,M274,筷子基衛生中心,CENTRO DE SAÚDE FAI CHI KEI,CENTRO DE SAÚDE FAI CHI KEI,"16,16S,65,7",113.54485214577257,22.207973042333364
552,M170_2,殷皇子馬路,AV.INFANTE D. HENRIQUE,AV.INFANTE D. HENRIQUE,120,M170,殷皇子馬路,AV.INFANTE D. HENRIQUE,AV.INFANTE D. HENRIQUE,"10,101,10B,3,3A,3X,N1B,N3",113.54183797022495,22.191508541304447
553,M145_2,愕斜巷/山頂醫院,CALÇADA  DA  SURPRESA / HOSPITAL  S.  JANUÁRIO,CALÇADA  DA  SURPRESA / HOSPITAL  S.  JANUÁRIO,99,M145,愕斜巷/山頂醫院,CALÇADA  DA  SURPRESA / HOSPITAL  S.  JANUÁRIO,CALÇADA  DA  SURPRESA / HOSPITAL  S.  JANUÁRIO,28C,113.54580531049308,22.194443763420903
555,M183_2,河邊新街/凱泉灣,ALM. SÉRGIO / RIVIERA  MACAU,ALM. SÉRGIO / RIVIERA  MACAU,430,M183,河邊新街/凱泉灣,ALM. SÉRGIO / RIVIERA  MACAU,ALM. SÉRGIO / RIVIERA  MACAU,"10,18,18B,2,26,5,60,N3",113.53342321714219,22.190537950482476
557,M186_2,河邊新街/貨倉巷,ALM. SÉRGIO / TRV. DOS ARMAZÉNS,ALM. SÉRGIO / TRV. DOS ARMAZÉNS,431,M186,河邊新街/貨倉巷,ALM. SÉRGIO / TRV. DOS ARMAZÉNS,ALM. SÉRGIO / TRV. DOS ARMAZÉNS,"11,21A,55",113.53307504398806,22.190006925837963
558,M128_1,林茂/澳門遊艇會,LAM MAU / CLUBE NÁUTICO DE MACAU,LAM MAU / CLUBE NÁUTICO DE MACAU,432,M128,林茂/澳門遊艇會,LAM MAU / CLUBE NÁUTICO DE MACAU,LAM MAU / CLUBE NÁUTICO DE MACAU,"101,3X,4,MT4",113.53947216455691,22.204535611559752
561,M111_1,昌明花園,JARDIM CHEONG MENG,JARDIM CHEONG MENG,433,M111,昌明花園,JARDIM CHEONG MENG,JARDIM CHEONG MENG,"1,16,16S,3,3X,6A,N1B",113.5432335965896,22.204449482617438
562,M112_1,沙梨頭/華寶工業大廈,RIBEIRA DO PATANE / EDF. INDUSTRIAL WA POU,RIBEIRA DO PATANE / EDF. INDUSTRIAL WA POU,434,M112,沙梨頭/華寶工業大廈,RIBEIRA DO PATANE / EDF. INDUSTRIAL WA POU,RIBEIRA DO PATANE / EDF. INDUSTRIAL WA POU,"1,16,16S,26,26A,3,33,3X,6A,N1B",113.5386715209708,22.20264144232654
