NETWORK_ID,ROUTE_NOS,lng,lat
13044,"101,1A,32,3X,51A,5X,61,H2,MT4,N2",,
13045,"101,1A,32,3X,51A,5X,61,H2,MT4,N2",,
13046,"101,1A,32,3X,51A,5X,61,H2,MT4,N2",,
13048,"101,1A,32,3X,51A,5X,61,H2,MT4,N2",,
13051,"101,1A,32,3X,51A,5X,H2,MT4,N2",,
13052,"101,1A,32,3X,51A,5X,61,H2,MT4,N2",,
13053,"101,1A,32,3X,51A,5X,H2,MT4,N2",,
13054,"10,10B,1A,28A,28B,28C,29,3,32",,
13055,"10,10B,1A,28A,28B,28C,29,3,32",,
13057,"10,10B,1A,23,28A,28B,28C,29,3,32",,
13056,"10,10B,1A,23,28A,28B,28C,29,3,32",,
13060,15T,,
13059,"15T,21A,26A,N3",,
13061,"15T,21A,26A,N3",,
13062,15T,,
13058,"21A,26A,N3",,
13064,"21A,26A,N3",,
13063,"21A,26A,N3",,
13067,"25B,30,34,9",,
13069,"25B,30,34,9",,
13068,"25B,30,34,9",,
13071,"27,30,65",,
13072,"27,30,65",,
13073,"25B,9",,
13074,"25B,9",,
13077,25B,,
13078,25B,,
13080,"102,51A,N6",,
13081,"102,51A,N6",,
13086,"15,21A,25,25AX,25BS,26,26A,26AT,51B,56,MT4,N3",,
13085,"15,21A,25,25AX,25BS,26,26A,26AT,51B,56,MT4,N3",,
13087,"25B,35,50,51,59,701X,H3,MT4,N5",,
13091,"18A,27,2A,7",,
13092,"18A,27,7",,
13097,"102,15,21A,21AT,25,25B,25BS,26,26A,50,701X,H3,N6",,
13103,"15,21A,21AT,25,25AX,25B,25BS,26,26A,26AT,51B,56,MT4,N3",,
13104,"15,21A,21AT,25,25AX,25B,25BS,26,26A,26AT,51B,56,MT4,N3",,
13106,26,,
13108,26,,
13109,"1,10,11,18,18B,2,21A,21AT,26,5,61",,
13112,"1,10,11,18,18B,2,21A,21AT,5,61",,
13115,"1,10,11,18,18B,2,21A,21AT,5,61",,
13117,"1,10,11,18,18B,2,21A,21AT,5,61",,
13119,"1,10,11,18,18B,2,21A,21AT,5,61",,
13118,"1,10,11,18,18B,2,21A,21AT,5,61",,
13120,"1,10,11,18,18B,2,21A,21AT,26,26AT,5,55,60,61,65,71S,9,MT4,N3",,
13121,"1,10,11,18,18B,2,21A,21AT,26,26AT,5,55,60,61,65,71S,9,MT4,N3",,
13122,"1,10,11,18,18B,2,21A,21AT,26,26AT,5,55,60,61,65,71S,9,MT4,N3",,
13130,"1,10,11,18,18B,2,21A,21AT,5,61",,
13132,"21AT,61",,
13133,"1,10,11,18,18B,2,21A,21AT,5,61",,
13129,"1,10,11,18,18B,2,21A,5",,
13136,"1,10,11,16S,18,2,21A,26,28B,5,55,60,61,65,6B,71S,MT4,N3",,
13134,"18B,21AT",,
13140,"15T,21A,26A,N3",,
13142,"15T,21A,26A,N3",,
13141,"21A,N3",,
13145,"21A,25,26,26A,50,59,N3",,
13146,"21A,25,26,26A,50,59,N3",,
13151,"21A,25,26,26A,50,59,N3",,
13157,"21A,25,26,26A,50,N3",,
13165,"21A,25,26,26A,50,59,N3",,
13166,"21A,25,26,26A,50,N3",,
13168,59,,
13167,59,,
13170,"21A,26A,50,N3",,
13169,"21A,26A,50,N3",,
13171,"25,26",,
13172,"25,26",,
13177,"26,36,51,51A,59,AP1",,
13182,"26,37",,
13188,"15,21A",,
13189,"15,21A",,
13197,"15,21A",,
13200,"15,21A",,
13203,"101,51A,61,MT4",,
13202,"101,51A,61,71S,MT4",,
13204,"1A,H2",,
13205,"1A,71S,H2",,
13201,71S,,
13209,"10,10B,1A,28A,28B,28C,29,3,32",,
13208,"10,10B,1A,28A,28B,28C,29,3,32",,
13210,"21AT,51A,701X,71S,72",,
13211,"21AT,51A,701X,71S,72",,
13212,"102,25AX,27,30,34,3AX,3BX,51A,AP1,MT3",,
13213,"25AX,27,3AX,3BX,AP1",,
13215,"101,101XS,25AX,30X,3AX,3BX,51,51B,59",,
13216,"101,101XS,25AX,30X,3AX,3BX,51,51B,59",,
13218,"3X,51A,61,MT4",,
13217,"3X,51A,61,MT4",,
13221,"101,101XS,51B",,
13222,"25AX,27,3AX,3BX,AP1",,
13223,"25AX,27,3AX,3BX,AP1",,
13225,"25B,35,51,59,701X,H3,MT4,N5",,
13226,"25B,35,51,59,701X,H3,MT4,N5",,
13227,"25B,35,50,51,59,H3,MT4,N5",,
13233,"50,N5",,
13232,50,,
13241,N5,,
13243,N5,,
13239,N5,,
13245,"50,701X,N5",,
13246,50,,
13248,"35,51,59,701X,MT4,N5",,
13251,"10,101,101XS,11,18A,19,2,21A,26A,3,33,3A,3X,4,5,6A,8A,N1A,N3",,
13252,"10,101,101XS,11,18A,19,2,21A,26A,3,33,3A,3X,4,5,6A,8A,N1A,N3",,
13256,"17,6A,6B",,
13255,"17,6A,6B",,
13269,"15,15T,21A",,
13268,"15T,21A",,
13270,"15,15T,21A",,
13271,"15T,21A",,
13267,15,,
13273,"15,15T",,
13279,15,,
13280,"15,15T",,
13281,"15,15T",,
13287,"102,25B,25BS,50,701X,N6",,
13302,"701X,N6",,
13309,"102,25B,25BS,50,701X,N6",,
13310,"102,25B,25BS,50,701X,N6",,
13311,"102,25B,25BS,50,701X,N6",,
13314,"71,71S,72",,
13316,"102,25B,25BS,50,701X,N6",,
13322,"102,25B,25BS,50,701X,N6",,
13323,"102,25B,25BS,50,701X,N6",,
13325,"102,25B,25BS,50,701X,N6",,
13327,"102,25B,25BS,50,701X,N6",,
13328,"102,25B,25BS,50,701X,N6",,
13330,"102,25B,25BS,50,701X,N6",,
13329,"102,25B,25BS,50,701X,N6",,
13331,"102,25B,25BS,50,701X,N6",,
13333,"102,25B,25BS,50,701X,N6",,
13334,"102,25B,25BS,50,701X,N6",,
13336,"701X,71,71S,72,73,N6",,
13337,"71,71S,72,73,N6",,
13339,"71,71S,72,73,N6",,
13338,"701X,71,71S,72,73,N6",,
13335,"701X,N6",,
13342,25B,,
13341,"25B,701X",,
13343,"15,21A,21AT,25,25AX,25B,25BS,26,26A,26AT,51B,56,MT4,N3",,
13344,"15,21A,21AT,25,25AX,25B,25BS,26,26A,26AT,51B,56,701X,MT4,N3",,
13340,701X,,
13345,701X,,
13347,N5,,
13346,"701X,N5",,
13351,"73,N6",,
13353,N6,,
13354,"701X,N6",,
13350,701X,,
13357,"1,10,11,18,18B,2,21A,21AT,26,26AT,5,55,60,61,65,71S,9,MT4,N3",,
13359,"18B,21AT",,
13358,"18B,21AT",,
13360,"1,10,11,16S,18,18B,2,21A,21AT,26,28B,5,55,60,61,65,6B,71S,MT4,N3",,
13364,"101,1A,32,3X,51A,5X,H2,MT4,N1B,N2",,
13366,61,,
13362,61,,
13369,"12,28A,3,60",,
13368,"12,28A,3",,
13371,"10,102,10B,12,17S,1A,28A,28B,29,3,32,3A,56,AP1,N1A",,
13370,"10,102,10B,12,17S,1A,28A,28B,29,3,32,3A,56,60,AP1,N1A",,
13367,60,,
13374,"1,10,11,18,18B,2,21A,21AT,26,5,61",,
13373,"1,10,11,18,18B,2,21A,21AT,26,5,60,61,65,9",,
13376,"1,10,11,18,18B,2,21A,21AT,26,5,55,60,61,65,71S,9,MT4,N3",,
13375,"1,10,11,18,18B,2,21A,21AT,26,5,55,61,71S,MT4,N3",,
13372,"60,65,9",,
13378,"25B,5X,65",,
13379,"25B,5X",,
13381,"102,25AX,2AS,3BX,65,73,N1B",,
13380,"102,25AX,2AS,3BX,73,N1B",,
13377,65,,
13383,"10,12,1A,23,28A,28B,3,32,3A,56,60,65,N2",,
13384,"10,12,1A,23,28A,28B,3,32,3A,56,60,65,N2",,
13385,"23,56,5X,65",,
13386,"23,56,5X",,
13382,65,,
13388,"23,29,50B,65,7,MT1,MT2,N1A,N2",,
13387,"23,29,3AX,50B,65,7,MT1,MT2,N1A,N2",,
13391,"1,10,11,18,18B,2,21A,21AT,26,26AT,5,55,60,61,65,71S,9,MT4,N3",,
13392,"18B,21AT",,
13393,"1,10,11,18,18B,2,21A,21AT,26,26AT,5,55,60,61,65,6B,71S,9,MT4,N3",,
13395,"1,10,11,18,18B,2,21A,21AT,26,26AT,5,55,60,61,65,6B,71S,9,MT4,N3",,
13397,"1,10,11,18,18B,2,21A,21AT,26,26AT,5,55,60,61,65,6B,71S,9,MT4,N3",,
13399,"15,21A,25,25AX,26,26A,26AT,50,51,51A,51B,56,59,H3,MT4,N3,N5",,
13401,25B,,
13402,"25B,35,H3",,
13404,"25B,35,50,51,59,H3,MT4,N5",,
13405,"25B,50,51,59,MT4,N5",,
13407,"15,21A,25,25AX,26,26A,26AT,35,50,51,51A,51B,56,59,H3,MT4,N3,N5",,
13406,"15,21A,25,25AX,26,26A,26AT,50,51,51A,51B,56,59,H3,N3,N5",,
13409,"35,H3",,
13408,"35,H3",,
13411,"35,50,H3,MT4,N5",,
13410,"35,50,H3,MT4,N5",,
13419,"25B,35,50,51,59,701X,H3,MT4,N5",,
13418,"25B,51,59,701X,H3",,
13421,"25B,35,50,51,59,H3,MT4,N5",,
13420,"25B,50,51,59,H3,MT4,N5",,
13417,"35,50,MT4,N5",,
13423,"23,26,32,5X,8A,N2",,
13424,"23,26,32,5X,8A,N2",,
13425,4,,
13429,9,,
13428,9,,
13431,"18,18B,21AT,6B,N2",,
13430,"18,18B,21AT,6B,N2",,
13436,"1,10,11,16S,18,18B,2,21A,21AT,26,28B,5,55,60,61,65,71S,9,MT4,N3",,
13437,9,,
13434,9,,
13441,102,,
13440,"102,H3",,
13443,H3,,
13439,H3,,
13453,"21A,25,26,26A,26AT,50,51,51A,52,55,56,59,H3,N3,N5",,
13454,"11,21AT,26AT,35,36,52,71,73,MT2,N2,N3,N5",,
6365,"102,11,21A,22,25,25AX,25B,26A,28A,33,39,50,50B,H3,MT1,MT5,N2,N3",,
7357,"11,21AT,26AT,35,36,52,71,73,MT2,N5",,
6374,"11,21AT,26AT,52,71,73,MT2,N2,N3,N5",,
7331,"102,11,21A,22,25,25AX,25B,26A,28A,33,39,50,50B,H3,MT1,MT5",,
13457,"102,11,21A,21AT,22,25,25AX,25B,26A,26AT,28A,33,39,50,50B,52,71,73,H3,MT1,MT2,MT5,N2,N3,N5",,
13456,"102,11,21A,21AT,22,25,25AX,25B,26A,26AT,28A,33,35,36,39,50,50B,52,71,73,H3,MT1,MT2,MT5,N2,N3,N5",,
6133,"11,21AT,26AT,52,71,73,MT2,N2,N3,N5",,
13455,"11,21AT,26AT,52,71,73,MT2,N2,N3,N5",,
13463,N3,,
13464,N3,,
13468,N3,,
13469,"11,37",,
13470,"11,37",,
13472,"102,52,55,71,73,H3,N6",,
13471,"102,52,55,71,73,H3,N6",,
13480,"11,30,36",,
13479,"11,30,36,39",,
13482,"30,37,39,MT5",,
13481,"30,37,MT5",,
13478,39,,
13484,"35,50B,51,59,701X,MT4,N5",,
13483,"35,50B,51,59,701X,MT4,N5",,
13485,"35,50B,51,59,701X,MT4",,
13486,"35,50B,51,59,701X,MT4",,
13488,"35,51,59,701X,MT4",,
13489,"35,50B,51,59,701X,MT4",,
13490,"35,51,59,MT4,N5",,
13491,"35,50B,51,59,MT4,N5",,
13487,50B,,
13493,"21A,25,26,26A,50,59,N3",,
13492,15T,,
13501,"15,15T",,
13497,"15,15T",,
13504,15,,
13506,"15,15T",,
13505,15,,
13502,15T,,
13509,"15,15T,21A,25,25AX,26,26A,26AT,50,51,51A,51B,52,55,56,59,H3,N3,N5",,
13508,"15,21A,25,25AX,26,26A,26AT,50,51,51A,51B,52,55,56,59,H3,N3,N5",,
13511,15,,
13510,"15,15T",,
13507,15T,,
13512,15T,,
13515,"21A,25,26,26A,50,59,N3",,
13516,"15T,21A,25,26,26A,50,59,N3",,
13519,"15,15T",,
13520,15T,,
13517,15T,,
13523,"12,17T,18,18A,18B,19,2,22,25,25B,2A,4,7,8,8A,9,9A,H2",,
13522,"12,17T,18,18A,18B,19,2,22,25,25B,2A,4,7,8,8A,9,9A,H2",,
13526,"21AT,25B,25BS,26A,26AT,30X,35,MT1,MT3",,
13528,"21AT,25B,25BS,26A,26AT,35,71S,72,MT1,MT3",,
13530,"23,27,8A",,
13531,"23,27,29,8A",,
13532,"17T,51A,61,8A,H2,MT4,N1A,N1B,N2",,
13533,"17T,29,51A,61,8A,H2,MT4,N1A,N1B,N2",,
13529,29,,
13535,"17,28C,30,51A",,
13534,"17,28C,30,51A",,
13538,"17,4,8A",,
13537,"17,17T,4,8A",,
13540,4,,
13543,"17T,4",,
13542,4,,
13545,17T,,
13541,17T,,
13536,17T,,
13547,"17,17T,18,18A,18B,19,26,8A",,
13548,"17,17T,18,18A,18B,19,26,8A",,
13549,"17,17T",,
13550,"17,17T",,
13552,"23,32,6B,9,9A,N2",,
13553,"23,32,6B,9,9A,N2",,
13554,"18,18B,21AT,28B",,
13555,"18,18B,21AT,28B",,
13558,"10,102,10B,1A,28B,29,3A",,
13560,"10,102,10B,1A,28B,29,3A",,
13559,"10,102,10B,1A,28B,29,3A",,
13564,"101XS,102,12,25AX,2AS,39,3A,3BX,50,5X,73,8,MT5",,
13565,"101XS,102,12,25AX,2AS,39,3A,3BX,50,5X,73,8,MT5",,
13567,"17,28C,6A,6B,H1",,
13566,"17,28C,6A,6B,H1",,
13569,"101,51A,61,71S,MT4",,
13568,"101,51A,61,71S,MT4",,
13573,"51,51B,59",,
13575,"51,51B,59",,
13576,"51,51B,59",,
13578,"103,26,36,51A,AP1,MT1,MT4,N2",,
13580,"51,51B,59",,
13577,"51,51B,59",,
13583,"12,17S,3A,60,8",,
13582,"12,17S,3A,60,8",,
13585,"12,17,17S,3A,3AX,60,8",,
13588,"12,17S,3A,3AX,5X,60,8,N2",,
13587,"12,17S,3A,3AX,5X,60,8,N2",,
13598,"12,17,17S,3A,3AX,60,8",,
13597,"12,17,17S,3A,3AX,60,8",,
13600,"12,17S,3A,3AX,5X,60,8,N2",,
13601,"12,17S,3A,3AX,5X,60,8,N2",,
13604,"51A,701X,71S",,
13603,"21AT,51A,701X,71S,72",,
13605,"21AT,72",,
13602,"21AT,72",,
13614,"101,101XS,102,103",,
13616,"101,101XS,102,103",,
13612,"101,101XS,102,103",,
13629,103,,
13631,"103,26,36,51,51A,51B,59,AP1,MT1,MT4,N2",,
13630,"26,36,51,51A,51B,59,AP1,MT1,MT4,N2",,
13634,"103,26,36,51,51A,51B,59,AP1",,
13633,"26,36,51,51A,59,AP1",,
13635,"101,101XS,102,103",,
13638,"16,16S,25B,29,34,9A,AP1",,
13640,"16,16S,25B,29,34,9A,AP1",,
13641,"16,16S,25B,29,34",,
13642,"9A,AP1",,
13643,"9A,AP1",,
13646,"71,71S,72,N6",,
13645,"71,71S,72,N6",,
13647,"102,25B,25BS,50,701X,N6",,
13648,"102,25B,25BS,50,701X,N6",,
13651,"701X,71,71S,72,73,N6",,
13653,"701X,71,71S,72,73,N6",,
13655,"701X,73,N6",,
13656,"701X,73,N6",,
13657,"701X,73,N6",,
13658,"701X,73,N6",,
13660,"701X,N6",,
13662,"701X,71,71S,72,73,N6",,
13663,"701X,71,71S,72,73,N6",,
13666,"102,25B,25BS,50,701X,N6",,
13665,"102,25B,25BS,50,701X,N6",,
13668,"701X,N6",,
13667,"701X,N6",,
13670,"102,25B,25BS,50,701X,N6",,
13671,"102,25B,25BS,50,701X,N6",,
13672,"102,25B,25BS,50,701X,N6",,
13673,"102,25B,25BS,50,701X,N6",,
13674,"21A,26A,N3",,
13675,"21A,26A,N3",,
13677,"21A,26A,N3",,
13679,"21A,26A,N3",,
13681,"15,21A",,
13680,"15,21A",,
13682,21A,,
13683,21A,,
13687,"17T,29,51A,61,9A,AP1,MT4",,
13686,"17T,29,51A,61,9A,AP1,MT4",,
13689,"10,101,101XS,11,18A,19,2,21A,26A,3,33,3A,3X,4,5,6A,8A,N1A,N3",,
13688,"10,101,101XS,11,18A,19,2,21A,26A,3,33,3A,3X,4,5,6A,8A,N1A,N3",,
13691,"50,701X,N5",,
13690,"50,701X,N5",,
13695,"10,102,10B,17,17S,18,18B,1A,2,28B,29,2A",,
13696,"10,102,10B,17,17S,18,18B,1A,2,28B,29,2A,6A,H2",,
13698,"10,102,10B,17,17S,18,18B,1A,2,28B,29,2A,6A,H2",,
13697,"10,102,10B,17,17S,18,18B,1A,2,28B,29,2A",,
13700,"6A,H2",,
13703,"101,101XS,51B",,
13706,"30X,51,59",,
13705,"30,30X,34,51,51A,59,MT3",,
13708,"102,2A",,
13704,"30,34,51A,MT3",,
13712,"101,101XS,102,2A,51B",,
13716,"101,102,2A,51B",,
13715,"101,102,2A,51B",,
13720,"101,102,2A,51B",,
13722,"101,101XS,102,103",,
13725,"101,101XS,102,103",,
13727,"101,101XS,102,2A,51B",,
13737,"101,102,2A,51B",,
13733,"101XS,103",,
13739,"103,10B,17S,18,18B,27,2AS,3A,51A,73,AP1,N1A",,
13740,"103,10B,17S,18,18B,27,2AS,3A,51A,73,AP1,N1A",,
13742,"17S,18A,2A,30X,3A",,
13741,"17S,18A,2A,30X,3A",,
13744,"101,101XS,102,2A,51B",,
13745,"101,101XS,102,103,2A,51B",,
13747,103,,
13743,103,,
13750,"102,25AX,34,3AX,3BX,51A",,
13752,"2AS,34,51,51A,59,73,MT3",,
13751,"2AS,51,59,73,MT3",,
13757,"1,10,11,18,18B,2,21A,21AT,26,26AT,5,55,60,61,65,71S,9,MT4,N3",,
13756,"1,10,11,18,18B,2,21A,21AT,26,26AT,5,55,60,61,65,6B,71S,9,MT4,N3",,
13758,"1,10,11,18,18B,2,21A,21AT,26,26AT,5,55,60,61,65,6B,71S,9,MT4,N3",,
13759,"1,10,11,18,18B,2,21A,21AT,26,26AT,5,55,60,61,65,71S,9,MT4,N3",,
13755,6B,,
13762,"16S,28B",,
13761,"16S,28B,6B",,
13764,"1,10,11,16S,18,18B,2,21A,21AT,26,28B,5,55,60,61,65,71S,MT4,N3",,
13763,"1,10,11,16S,18,18B,2,21A,21AT,26,28B,5,55,60,61,65,6B,71S,MT4,N3",,
13760,6B,,
13766,"101XS,103,17S,25AX,2AS,3AX,3BX,73,AP1,N1A",,
13767,"103,17S,25AX,2AS,3AX,3BX,73,AP1,N1A",,
13769,"101XS,103,25AX,30,30X,3A,3AX,3BX,AP1,N1B",,
13768,"103,25AX,30,30X,3A,3AX,3BX,AP1,N1B",,
13765,101XS,,
13770,"10,102,10B,17,17S,18,18B,1A,2,28B,29,2A",,
13771,"10,102,10B,17,17S,18,18B,1A,2,28B,29,2A",,
13772,"6A,H2",,
13773,"6A,H2",,
13775,"27,MT3",,
13774,"27,MT3",,
13776,"27,MT3",,
13777,"27,MT3",,
13779,"18,18A,18B,2,2A,6A,H2",,
13782,"10,18,18A,18B,1A,2,28B,29,2A,34,6A,H2",,
13781,"10,1A,2,28B,29,34,6A,H2",,
13778,"18,18A,18B,2,2A,6A,H2",,
13784,"102,52,55,71,71S,73,H3",,
13785,"102,52,55,71,71S,73,H3,N6",,
13786,"102,71S,72",,
13787,"102,71S,72,N6",,
13783,N6,,
13791,"102,52,55,71,71S,72,73,H3",,
13792,"102,52,55,71,71S,73,H3",,
13788,72,,
13799,72,,
13802,"102,52,55,71,73,H3",,
13801,"102,52,55,71,73,H3,N6",,
13798,N6,,
13803,"72,N6",,
13805,"72,N6",,
13807,"72,N6",,
13808,"102,52,55,71,71S,73,H3,N6",,
13809,"102,52,55,71,71S,73,H3,N6",,
13812,N3,,
13810,"21A,26A",,
13814,"21A,26A,N3",,
13813,"21A,26A,N3",,
13816,"1,10,101,18,29,34,9,9A,N1A",,
13815,"1,10,101,18,29,34,9,9A,N1A",,
13819,"21AT,25B,26A,26AT,35,71S,72,MT1,MT3",,
13818,71S,,
13820,"102,25B,26A,35,72,H3,MT1,MT3,N6",,
13824,"102,52,55,71,73,H3,N6",,
13823,"102,52,55,71,73",,
13826,"21AT,25B,26A,26AT,30X,35,72,MT1,MT3",,
13825,30X,,
13829,"102,52,55,71,71S,73,H3,N6",,
13828,"102,52,55,71,71S,73,H3,N6",,
13831,"21AT,26AT,55,71,71S,73",,
13833,"30X,52",,
13834,"102,25B,26A,30X,35,52,72,H3,MT1,MT3,N6",,
13835,"102,H3,N6",,
13836,102,,
13839,"H3,N6",,
13840,"H3,N6",,
13837,"H3,N6",,
13845,"102,30X,52,55,71,71S,73,H3,N6",,
13846,"30X,52,55,71,71S,73",,
13842,"102,H3,N6",,
13848,"102,25B,26A,35,72,H3,MT1,MT3,N6",,
13849,"102,25B,26A,35,72,H3,MT1,MT3,N6",,
13851,"21AT,26AT,52,55,71,71S,73",,
13850,"52,55,71,71S,73",,
13856,"21AT,25B,26A,26AT,35,72,MT1,MT3",,
13852,"21AT,25B,26A,26AT,35,72,MT1,MT3",,
13859,"25B,26A,35,72,MT1,MT3",,
13858,"21AT,25B,26A,26AT,35,72,MT1,MT3",,
13861,"21AT,26AT",,
13857,"21AT,26AT",,
13864,"21AT,26AT,55,71,71S,73",,
13863,"55,71,71S,73",,
13865,"21AT,25B,26A,26AT,35,72,MT1,MT3",,
13866,"25B,26A,35,72,MT1,MT3",,
13862,"21AT,26AT",,
13869,8,,
13871,8,,
13867,8,,
13874,"60,N1A,N2",,
13875,"60,N1A,N2",,
13872,"60,N1A,N2",,
13878,"1,10,11,16,16S,2,21A,26,5,55,60,61,65,6B,71S,MT4,N3",,
13879,"1,10,11,16,16S,2,21A,26,5,55,60,61,65,6B,71S,MT4,N3",,
13881,"1,10,11,18,18B,2,21A,21AT,26,26AT,3A,5,55,60,61,65,6B,71S,MT4,N3",,
13880,"1,10,11,18,18B,2,21A,21AT,26,26AT,3A,5,55,60,61,65,6B,71S,MT4,N3",,
13882,"26A,35,MT1",,
13884,"25B,25BS,26AT,MT3",,
13885,"25B,25BS,26A,26AT,35,71S,MT1,MT3",,
13886,"25B,25BS,26AT,71S,MT3",,
13888,"21AT,25B,25BS,26A,26AT,30X,35,72,MT1,MT3",,
13889,"21AT,25B,25BS,26A,26AT,30X,35,MT1,MT3",,
13890,"51A,72",,
13893,"25B,25BS,26A,26AT,35,MT1,MT3",,
13894,"25B,25BS,26A,26AT,35,51A,MT1,MT3",,
13896,"51A,72",,
13895,72,,
13892,51A,,
13904,"102,25B,26A,30X,35,52,72,H3,MT1,MT3,N6",,
13903,"102,25B,26A,30X,35,52,72,H3,MT1,MT3,N6",,
13906,"102,25B,26A,30X,35,52,72,H3,MT1,MT3,N6",,
13905,"102,25B,26A,30X,35,52,72,H3,MT1,MT3,N6",,
13909,"15,22,26,28A,30,33,34,52,MT4,N5",,
13910,"15,22,26,28A,30,33,34,52,MT4,N5",,
13911,"15,22,26,28A,30,33,34,52,MT4,N5",,
13917,"15,22,26,28A,30,33,34,35,36,52,MT2,MT4,N5",,
13916,"15,22,26,28A,30,33,34,35,36,52,MT2,MT4,N5",,
13918,"15,22,26,28A,30,33,34,52,MT4,N5",,
13919,"15,22,26,28A,30,33,34,52,MT4,N5",,
13921,"101,1A,32,3X,51A,5X,61,H2,MT4,N1B,N2",,
13922,"101,1A,26,26A,32,3X,51A,5X,61,8A,H2,MT4,N1A,N1B,N2",,
13923,N1B,,
13924,"26,26A,8A,N1A,N1B",,
13920,"26,26A,8A,N1A",,
13927,H2,,
13929,H2,,
13932,H2,,
13931,H2,,
13933,"101,26,26A,3X,51A,5X,61,8A,H2,MT4,N1A,N1B,N2",,
13934,"101,26,26A,3X,51A,5X,61,8A,H2,MT4,N1A,N1B,N2",,
13937,"25AX,30X,3AX,3BX,51,51B,59",,
13938,"25AX,27,30X,3AX,3BX,51,51B,59,AP1",,
13951,"25AX,27,30X,3AX,3BX,51,51B,59,AP1",,
13953,"25AX,27,30X,3AX,3BX,51,51B,59,AP1",,
13952,"25AX,27,30X,3AX,3BX,51,51B,59,AP1",,
13954,"25AX,27,30X,3AX,3BX,51,51B,59,AP1",,
13957,"25AX,27,30X,3AX,3BX,51,51B,59,AP1",,
13956,"25AX,27,30X,3AX,3BX,51,51B,59,AP1",,
13961,"17T,25B,61,MT4",,
13962,"17T,25B,27,61,AP1,MT4",,
13963,"25AX,30X,3AX,3BX,51,51B,59",,
13964,"25AX,27,30X,3AX,3BX,51,51B,59,AP1",,
13960,"27,AP1",,
10857,"21A,26A,N3",,
13968,"21A,26A,N3",,
12673,N3,,
12885,"102,15,21A,25,25B,25BS,26,26A,50,701X,N3,N6",,
12756,21AT,,
13098,"102,15,21A,21AT,25,25B,25BS,26,26A,50,701X,H3,N6",,
13976,"102,H3",,
12670,"102,15,21A,21AT,25,25B,25BS,26,26A,50,701X,H3,N3,N6",,
12661,"102,15,21A,25,25B,25BS,26,26A,50,701X,N3,N6",,
12884,"102,15,21A,25,25B,25BS,26,26A,50,701X,N3,N6",,
12862,"102,15,21A,25,25B,25BS,26,26A,50,701X,N3,N6",,
12865,"102,15,21A,25,25B,25BS,26,26A,50,701X,N3,N6",,
12772,"102,15,21A,21AT,25,25B,25BS,26,26A,50,701X,H3,N3,N6",,
12773,"102,15,21A,21AT,25,25B,25BS,26,26A,50,701X,H3,N3,N6",,
8129,"25B,50,H3",,
13988,"35,51,59,701X,MT4,N5",,
13989,"35,51,59,MT4,N5",,
13990,"25B,35,50,51,59,701X,H3,MT4,N5",,
13991,"25B,35,50,51,59,H3,MT4,N5",,
13994,"102,15,21A,25,25B,25BS,26,26A,50,701X,H3,N6",,
13972,"102,15,21A,25,25B,25BS,26,26A,50,701X,N6",,
13974,"102,25B,25BS,50,701X,N6",,
13992,"15,21A,25,26,26A,50",,
13995,"102,25B,25BS,50,701X,N6",,
13996,"102,H3",,
13997,"102,25B,25BS,50,701X,H3,N6",,
13998,"102,25B,25BS,50,701X,N6",,
14002,"101,101XS,102,103,2A,51B",,
14003,"101,101XS,102,103",,
14000,2A,,
14009,"101,101XS,102,103,2A,51B",,
14008,"101,101XS,102,103,51B",,
14010,2A,,
14011,2A,,
14013,"101,101XS,102,103,2A,51B",,
14012,"101,101XS,102,103,2A,51B",,
14016,"18A,27,7",,
14017,"102,25AX,3AX,3BX",,
14018,"102,25AX,2A,3AX,3BX",,
14020,2A,,
14021,2A,,
14023,"18A,27,7",,
14022,"18A,27,2A,7",,
14019,2A,,
14024,"18A,27,2A,7",,
14027,"18A,27,2A,7",,
14026,"18A,27,2A,7",,
14029,"102,30,34,51A,MT3",,
14030,"102,2A,30,34,51A,MT3",,
14031,"18A,27,2A,7",,
14032,"18A,27,2A,7",,
14028,2A,,
14035,"12,19,2,28C,6A,7",,
14034,"103,12,19,2,28C,6A,7",,
14036,"103,18,N1B",,
14037,"18,N1B",,
14033,103,,
14039,"34,51A",,
14041,"34,51A",,
14038,"34,51A",,
14044,"34,51A",,
14046,"34,51A",,
14043,"34,51A",,
14049,55,,
14052,"52,55",,
14051,55,,
14055,52,,
14057,"52,55",,
14060,"52,55",,
14059,55,,
14062,15T,,
14061,"15T,52",,
14048,52,,
14063,52,,
14064,52,,
14067,52,,
14068,52,,
14070,15,,
14073,"15T,21A,25,25AX,26,26A,26AT,50,51,51A,52,55,56,59,H3,N3,N5",,
14072,"15,15T,21A,25,25AX,26,26A,26AT,50,51,51A,51B,52,55,56,59,H3,N3,N5",,
14076,"15,21A,25,25AX,26,26A,26AT,50,51,51A,51B,52,55,56,59,H3,N3,N5",,
14075,"15,21A,25,25AX,26,26A,26AT,50,51,51A,51B,52,55,56,59,H3,N3,N5",,
14081,15,,
14083,15,,
14078,15,,
14079,15,,
14086,"15,21A",,
14088,"15,21A",,
14087,21A,,
14084,15,,
14091,15,,
14096,15,,
14097,15,,
14094,15,,
14100,"21A,25,25AX,26,26A,26AT,50,51,51A,56,59,H3,N3,N5",,
14101,"15,21A,25,25AX,26,26A,26AT,50,51,51A,51B,56,59,H3,N3,N5",,
14102,"15,51B",,
