NETWORK_ID,ROUTE_NOS,lng,lat
10144,"102,11,15,22,25B,26,26A,28A,30,33,34,35,37,72,MT1,MT3",,
10143,"102,11,15,22,25B,26,26A,28A,30,33,34,35,37,72,MT1,MT3",,
10145,"102,11,15,22,25B,26,26A,28A,30,30X,33,34,37,72,MT1,MT3,N2",,
10162,"102,11,15,22,25B,26,26A,28A,30,30X,33,34,37,72,MT1,MT3,N2",,
10161,"102,11,15,22,25B,26,26A,28A,30,30X,33,34,37,72,MT1,MT3,N2",,
10164,37,,
10165,37,,
10204,"H3,MT4,MT5,N2,N5,N6",,
10214,"11,35,MT5",,
10215,"11,35,MT5",,
10216,"H3,MT4,MT5,N2,N5,N6",,
10217,"H3,MT4,MT5,N2,N5,N6",,
10239,"2,6A,H2",,
10244,"26,51,51A,59,MT1,MT4,N2",,
5815,"101,1A,23,26A,27,28B,8,H2,N1B",,
10249,"26,36,51,51A,51B,59,AP1,MT1,MT4,N2",,
10255,"11,26,30,30X,34,36,37,39,51B,56,72,AP1,MT3",,
10254,"11,26,30,30X,34,36,37,39,51B,56,72,AP1,MT3",,
10256,"11,26,30,30X,34,35,36,37,39,51B,56,72,AP1,MT3,MT5,N2,N5",,
10257,"11,26,30,30X,34,35,36,37,39,51B,56,72,AP1,MT3,MT5,N2,N5",,
10267,21A,,
10270,"15T,21A,25,25AX,26,26A,50,51,51A,51B,52,55,56,59,H3,N3,N5",,
10269,"21A,25,26,26A,50,59,N3",,
10275,"15,15T,21A,25,25AX,26,26A,26AT,50,51,51A,51B,52,55,56,59,H3,N3,N5",,
10274,25AX,,
10282,"15,15T,21A,25,26,26A,26AT,50,51,51A,51B,52,55,56,59,H3,N3,N5",,
10285,"15,15T,21A,25,26,26A,50,51,51A,51B,52,55,56,59,H3,N3,N5",,
10284,"15,15T,21A,25,26,26A,50,51,51A,51B,52,55,56,59,H3,N3,N5",,
10288,"15,15T,21A,25,25AX,26,26A,50,51,51A,51B,52,55,56,59,H3,N3,N5",,
10300,"15,15T,21A,25,25AX,26,26A,50,51,51A,51B,52,55,56,59,H3,N3,N5",,
10301,"15,15T,21A,25,25AX,26,26A,26AT,50,51,51A,51B,52,55,56,59,H3,N3,N5",,
10304,4,,
10307,"101,61,71S,MT4",,
10320,51A,,
10321,51A,,
10322,51A,,
10324,"15,21A,25,25AX,25BS,26,26A,26AT,51A,51B,56,701X,MT4,N3,N6",,
10334,"103,10B,17,17S,18,18A,18B,2A,30,30X,3A,N1B",,
10337,"102,10B,18,18A,18B,2A,34,3A,51A",,
10336,"102,10B,18,18A,18B,2A,34,3A",,
10343,51A,,
10344,"1,10,11,18,18B,2,21A,21AT,26,26AT,5,55,60,61,65,71S,MT4,N3",,
10346,"39,72",,
10348,"37,H3,MT4,MT5,N5,N6",,
10351,"36,H3,MT4,MT5,N2,N5,N6",,
10350,"36,H3,MT4,MT5,N2,N5,N6",,
10352,"102,11,21A,22,25,25AX,25B,26A,28A,33,35,36,37,39,50,50B,72,MT1,MT4,MT5,N3,N5,N6",,
10354,"102,11,21A,22,25,25AX,25B,26A,28A,33,35,36,37,39,50,50B,72,MT1,MT4,MT5,N3,N5,N6",,
10356,"102,21A,22,25,25AX,25B,26A,28A,33,36,50,50B,MT1,MT4,MT5,N2,N3,N5,N6",,
10359,"102,21A,22,25,25AX,25B,26A,28A,33,36,50,50B,MT1,MT4,MT5,N2,N3,N5,N6",,
10360,"35,50B,N5",,
10361,"35,50B,N5",,
10366,"1A,28B,7,H2",,
10365,"10,1A,28B,29,7,H2",,
10368,"1,10,101,10B,17,18,18B,25,27,28C,29,3,3X,9A",,
10367,"1,101,17,25,28C,3,3X,9A",,
10379,27,,
10380,"18,27,34,N1B",,
10381,"18,34,N1B",,
10382,"10,29",,
10385,"32,5X,N2",,
10386,"32,5X,N2",,
10387,"101,1A,51A,61,H2,MT4",,
10411,"101,26,26A,3X,51A,5X,61,8A,MT4,N1A,N1B,N2",,
10422,"101,23,26,26A,28B,5X,8",,
10421,"101,23,26,26A,28B,5X,8,8A,H2,N1A,N1B,N2",,
10424,"17T,51A,61,MT4,N1A",,
10429,"5X,8A,H2,N1A,N1B,N2",,
10430,H2,,
10431,"18,18B,2,2A,6A",,
10432,"18,18B,2,2A,6A,H2",,
10436,H2,,
10439,"28B,8,H2",,
10438,"28B,8,H2",,
10446,"101,17T,1A,26A,51A,61,MT4,N1A,N1B",,
10447,"101,17T,1A,26A,51A,61,H2,MT4,N1A,N1B",,
10449,"23,28B,8",,
10448,"23,28B,8,H2",,
10453,H2,,
10455,3A,,
10457,"1,10,11,16,16S,2,21A,26,5,55,60,61,65,6B,71S,MT4,N3",,
10467,"28C,32,5,65,6A,8,9,9A,N2",,
10468,"28C,32,5,65,6A,9,9A,N2",,
10472,8,,
10484,"17T,7,8",,
10486,"12,18,18A,18B,19,2,22,25,25B,2A,4,7,8,8A,9,9A,H2",,
10485,"12,17T,18,18A,18B,19,2,22,25,25B,2A,4,7,8,8A,9,9A,H2",,
10489,"17T,7,8",,
10491,"7,8",,
10492,"7,8",,
10493,"12,16,16S,2,22,25,25B,28C,2A,5,9,9A,N2",,
10494,"12,16,16S,2,22,25,25B,28C,2A,5,7,8,9,9A,N2",,
10498,"7,8",,
10500,22,,
10501,22,,
10503,"10B,18B,30",,
10506,"10,27,29",,
10505,"10,27,29",,
10507,22,,
10508,22,,
10524,"10B,18,18B,30,7",,
10523,"10B,18,18B,30,7",,
10527,"102,17,17S,25AX,2AS,3A,3AX,3BX,73,AP1,N1B",,
10526,"102,10B,17,17S,25AX,29,2AS,3A,3AX,3BX,73,AP1,N1B",,
10528,"10B,28C,29,8",,
10529,"28C,8",,
10538,"10B,29",,
10540,"102,51A,N6",,
10541,"51A,701X,N6",,
10542,"51A,701X,N6",,
10545,"30,30X,36,37,MT2,MT5",,
10546,"11,35,MT5",,
10547,"11,35,MT5",,
10553,"26,36,51,51A,51B,59,AP1,MT1,MT4,N2",,
10556,"26,36,51,51A,51B,59,AP1,MT1,MT4,N2",,
10559,"23,32,6B,N2",,
10561,"101,11,21A,21AT,25,25B,26A,26AT,32,3X,9,9A,H3,N1B,N3",,
10569,"101,101XS",,
10572,"101,17S,3A",,
10571,"101,17S,25AX,27,30X,3A,3AX,3BX,51,51B,59,AP1",,
10618,"17S,51A,AP1",,
10620,"17S,17T,25B,30,34,3X,51A,AP1",,
10619,"17S,17T,25B,30,34,3X,51A,AP1",,
10637,"15,21A,25,25AX,36,50,50B,51B,56,AP1,MT4,N2,N3,N5,N6",,
10640,"15T,21A",,
10642,"15T,21A",,
10646,"15T,21A",,
10649,"3X,51A,61,MT4",,
10650,"101,1A,26,26A,32,3X,51A,5X,61,8A,H2,MT4,N1A,N1B,N2",,
10653,"101,17T,1A,26A,32,51A,61,H2,MT4,N1A,N1B",,
10654,"101,17T,1A,26A,32,51A,61,H2,MT4,N1A,N1B",,
10655,"17T,29,51A,61,9A,AP1,MT4",,
10672,"101,1A,32,3X,51A,5X,H2,MT4,N2",,
10673,"101,1A,32,3X,51A,5X,H2,MT4,N2",,
10685,"56,H3",,
10686,"5,56,H3",,
10687,"23,32,56,65,N2",,
10688,"23,32,5,56,65,N2",,
10696,5,,
10699,"27,7",,
10703,"10B,18B,30",,
10704,"22,34",,
10705,"12,19,2,22,28C,34,6A,7",,
10710,"103,12,19,2,28C,6A,7",,
10713,"10B,17,18,18B,30,51A",,
10714,"10B,17,18,18B,30,51A,7",,
10715,27,,
10716,"27,7",,
10718,7,,
10720,"11,25,25B",,
10721,"11,25,25B",,
10723,"101,11,21A,21AT,22,25,25B,26A,26AT,33,3A,3X,N1B,N3",,
10730,22,,
10729,"22,7",,
10731,"103,10B,12,18B,19,2,28C,30,6A",,
10735,7,,
10738,"37,H3,MT4,MT5,N5,N6",,
10737,"37,H3,MT4,MT5,N5,N6",,
10739,"11,30,35,36,MT5",,
10752,"7,8",,
10753,8,,
10755,7,,
10761,7,,
10763,"102,10B,17,17S,18,18A,18B,2A,30,34",,
10762,"102,10B,17,17S,18,18A,18B,2A,30,34",,
10765,"1,10,17,17S,18,25,27,29,3,30,34,3A,3X,51A,9A,AP1,N1A",,
10776,"1,25,27,3A",,
10775,"1,10,25,27,3A",,
10778,"1,10,27,3A",,
10793,"11,15,22,28A,30,33,34,37",,
10794,"11,15,22,28A,30,33,34",,
10795,37,,
10837,37,,
10838,"102,11,15,22,25B,26,26A,28A,30,30X,33,34,35,37,72,H3,MT1,MT2,MT3,MT4,MT5,N5,N6",,
10839,"102,11,15,22,25B,26,26A,28A,30,30X,33,34,35,37,72,H3,MT1,MT2,MT3,MT4,MT5,N5,N6",,
10842,"26,N3",,
10844,"21A,26,26A,N3",,
10843,"21A,25,26,26A,50,N3",,
10850,"25,50",,
10854,"26,N3",,
10859,"21A,25,26,26A,50,N3",,
10860,"21A,25,26,26A,50,N3",,
10861,"26,N3",,
10864,26,,
10869,26,,
10871,"23,28C,5X,65,H3,N2",,
10872,"23,28C,56,5X,65,H3,N2",,
10874,"10,12,1A,28A,28B,3,32,3A,60",,
10873,"10,12,1A,28A,28B,3,32,3A,56,60",,
10879,56,,
10882,"23,5X,65",,
10881,"23,56,5X,65",,
10884,"10,10B,28A,28B,28C,29,3,32,5,56,6A,6B,H3",,
10883,"10,10B,28A,28B,28C,29,3,32,5,6A,6B,H3",,
10887,56,,
10889,"21AT,26AT,52,55,71S,73",,
10892,"15,26,34,35,36,52,71,MT2,MT4,N5",,
10891,"15,26,34,35,36,52,MT2,MT4,N5",,
10897,71,,
10900,"23,60,65,N1A,N2",,
10899,"23,N1A,N2",,
10901,"18,18B,21AT,23,26,32,60,65,6B,9A,N2",,
10905,"18,18B,21AT,23,26,32,60,65,6B,9A,N2",,
10904,"18,18B,21AT,23,26,32,60,65,6B,9A,N2",,
10906,"12,3A,60,65,8",,
10907,"12,3A,8",,
10937,"103,26,36,51,51A,51B,59,AP1",,
10997,"103,26,51A,AP1,MT4",,
11006,"26,36,51A,MT1,N2",,
11007,"26,36,51A,MT1,N2",,
11030,"103,26,36,51,51A,51B,59,AP1,MT1,MT4,N2",,
11029,"103,26,36,51,51A,51B,59,AP1,MT1,MT4,N2",,
11071,21A,,
11072,"15,21A,25,25AX,26,26A,26AT,50,51,51A,51B,52,55,56,59,H3,N3,N5",,
11075,"15T,21A",,
11078,"15,15T,21A",,
11082,15T,,
11103,"15T,21A,26A,N3",,
11105,"21A,26A,N3",,
11107,"28B,29,8,8A",,
11108,"28B,29,8,8A",,
11109,"8,8A",,
11113,"23,27,28B,29",,
11112,"23,27,28B,29,8,8A",,
11116,"23,27,8,8A",,
11118,"8,8A",,
11117,"8,8A",,
11122,"8,8A",,
11126,"2AS,73,MT3",,
11130,"2AS,73,MT3",,
11148,"12,19,2,6A",,
11153,"18,23,32,9A,N2",,
11172,"26,30,30X,34,37,56,MT3",,
11175,"26,30,30X,34,36,51B,56,AP1,MT3",,
11176,"26,30,30X,34,36,51B,56,AP1,MT3",,
11178,"26,30,30X,34,36,51B,56,AP1,MT3",,
11179,"26,30,30X,34,36,51B,56,AP1,MT3",,
11182,"21A,26A,N3",,
11191,"21A,26A,N3",,
11193,"15T,21A",,
11194,"15T,21A,26A,N3",,
11197,"21A,26A,N3",,
11199,"15,15T",,
11201,"15,15T",,
11231,"25AX,27,30X,3AX,3BX,51,51B,59,AP1",,
11230,"25AX,27,30X,3AX,3BX,51,51B,59,AP1",,
11233,"17,28C,30,51A",,
11232,"17,28C,30,51A",,
11239,"1,10,101,101XS,17T,18,25,27,29,3,30,34,65,9,9A,N1A",,
11238,"1,10,101,101XS,17T,18,25,27,29,3,30,34,5,65,9,9A,N1A",,
11241,5,,
11243,"103,12,19,2,28C,30,6A",,
11246,"10,27,29",,
11248,"10B,18,18B",,
11249,"16,16S,65",,
11251,5,,
11253,"16,16S,18,25B,29,34,9A,AP1",,
11255,"1,10,17,17S,18,25,27,29,3,30,34,3A,3X,51A,9A,AP1,N1A",,
11256,"1,10,101,17,17S,18,25,27,28C,29,3,30,34,3A,3X,51A,9A,AP1,N1A",,
11257,"17,17S,30,3A,51A",,
11265,"101,28C",,
11268,"1A,28B,7,H2",,
11280,9,,
11283,"1,101,16S,17,25,3,3X,5,65,9A",,
11282,"1,101,16S,17,25,3,3X,5,65,9,9A",,
11284,"1A,28B,7,H2",,
11285,"1A,28B,7,9,H2",,
11288,9,,
11289,"1,101,16S,17,25,3,3X,5,65,9,9A",,
11290,"1,101,16S,17,25,3,3X,5,65,9,9A",,
11292,"10B,18B",,
11291,"10B,18B",,
11295,"12,19,2,30,34,3A,6A,N1A",,
11294,"10B,12,18,18B,19,2,30,34,3A,6A,N1A",,
11297,"103,12,19,2,28C,30,6A",,
11296,"103,10B,12,18,18B,19,2,28C,30,6A",,
11300,"10B,18,18B",,
11301,"10,10B,18,18B,27,29",,
11302,"10,10B,18,18B,27,29",,
11303,"1,10,11,18,18B,2,21A,21AT,26,26AT,5,55,60,61,65,6B,71S,9,MT4,N3",,
11304,"1,10,11,18,18B,2,21A,21AT,26,26AT,5,55,60,61,65,6B,71S,9,MT4,N3",,
11308,N3,,
11310,"102,15,21A,25,25B,25BS,26,26A,50,701X,H3,N3,N6",,
11329,"12,17S,3A,3AX,5X,60,8,N2",,
11333,"12,17S,3A,3AX,5X,60,8,N2",,
11335,"12,17S,3A,3AX,5X,60,8,N2",,
11337,"12,17S,3A,3AX,5X,60,8,N2",,
11341,"12,2",,
11343,"103,17S,18,18B,19,27,28C,30,3A,51A,6A,7,AP1,N1A",,
11344,"103,12,17S,18,18B,19,2,27,28C,30,3A,51A,6A,7,AP1,N1A",,
11345,"12,2",,
11347,"50,N6",,
11352,"10,102,10B,12,22,23,25,25AX,25B,28A,29,2AS,3,32,39,3A,3AX,3BX,50,50B,6B,7,73,8,H1,H3,MT1,MT2,MT5,N1B,N2",,
11353,3,,
11356,"101,11,21A,21AT,22,25,25B,26A,26AT,3,33,3A,3X,N1B,N3",,
11357,"101,11,21A,21AT,22,25,25B,26A,26AT,33,3A,3X,N1B,N3",,
11359,3,,
11360,"10,10B,12,3,7,8",,
11362,"101,11,21A,21AT,22,25,25B,26A,26AT,3,33,3A,3X,9,9A,N1B,N3",,
11361,"10,101,10B,11,21A,21AT,22,25,25B,26A,26AT,3,33,3A,3X,7,9,9A,N1B,N3",,
11365,"10,10B,7",,
11366,"2A,8A,9,9A,H1",,
11367,"12,2A,8,8A,9,9A,H1",,
11363,"12,8",,
11370,"10,10B,12,7,8",,
11369,"10,10B,12,7,8",,
11372,"28A,32,6B,H3",,
11371,"28A,32,6B,H3",,
11374,"16,16S,18,25B,29,34,65,9A,AP1",,
11383,"26,36,51,51A,51B,59,AP1,MT1,MT4,N2",,
11384,"26,36,51,51A,51B,59,AP1,MT1,MT4,N2",,
11386,"16,16S,18,29,34,65,9,9A",,
11388,"16,16S,18,29,34,65,9,9A",,
11397,"18,22,34,N1B",,
11398,"18,22,34,N1B",,
11401,"10,102,10B,12,17S,1A,28A,28B,29,3,32,3A,56,60,AP1,N1A",,
11400,"10,102,10B,17S,1A,28B,29,32,3A,56,AP1,N1A",,
11405,"16,16S,18,29,34,65,9,9A",,
11429,18,,
11433,"29,34,9A",,
11436,"29,34,9A",,
11440,"10,102,10B,17S,1A,28B,29,32,3A,56,AP1,N1A",,
11441,"10,102,10B,17S,1A,28B,29,32,3A,56,AP1,N1A",,
11442,"10,102,10B,17S,1A,28B,29,32,3A,56,AP1,N1A",,
11445,"12,28A,3,60",,
11446,"12,28A,3,60",,
11449,9,,
11451,25B,,
11447,9,,
11454,"103,N1B",,
11455,"10B,12,18,19,2,22,30,34,6A,7",,
11456,"10B,12,19,2,22,30,34,6A,7",,
11452,18,,
11458,"18,23,32,9A,N2",,
11460,"11,15,22,26,28A,30,30X,33,34,35,36,37,MT2,MT4,MT5,N5",,
11465,"16,16S,5,65",,
11466,"16,16S,5,65",,
11468,37,,
11470,37,,
11473,"26,35,36,37,72,MT5,N2,N5",,
11472,"26,36,MT5,N2",,
11474,"26,36,MT5,N2",,
11475,"26,35,36,37,72,MT5,N2,N5",,
11471,"35,36,37,72,N5",,
11477,"11,39,72",,
11478,"11,37,39,72",,
11480,"26,30,30X,34,37,56,MT3",,
11476,37,,
11527,"60,65",,
11526,"60,65",,
11528,"1,10,11,18,18B,2,21A,21AT,26,5,60,61,65,9",,
11529,"26,60,65",,
11522,"16,16S,23,28B,32,6B,9,9A,N2",,
11524,"18,23,32,9A,N2",,
11523,"18,23,32,9A,N2",,
11532,"16,16S,23,28B,32,6B,9,9A,N2",,
11531,"16,16S,23,28B,32,6B,9,9A,N2",,
11533,"16,16S,23,28B,32,6B,9,9A,N2",,
11534,"16,16S,23,28B,32,6B,9,9A,N2",,
11536,"1,10,11,16,16S,2,21A,26,5,55,60,61,65,6B,71S,MT4,N3",,
11537,"1,10,11,16,16S,2,21A,26,5,55,60,61,65,6B,71S,MT4,N3",,
11539,3A,,
11538,3A,,
11543,"16,16S,2,28B,5,6A",,
11542,"16,16S,2,28B,5,6A",,
11550,50,,
11566,"101,25AX,27,2AS,3AX,3BX,51,51B,59,73,AP1,MT3",,
11573,"26,30,30X,34,56,MT3",,
11572,"26,30,30X,34,56,MT3",,
11574,"26,35,50B,51A,MT1,N2,N5",,
11577,"101,17S,25AX,27,2AS,30X,3A,3AX,3BX,51,51B,59,73,AP1,MT3",,
11578,"12,17,18,18B,2,22,23,25,25B,2A,56,5X,6A",,
11579,"12,17,18,18B,2,22,23,25,25B,2A,56,5X,6A",,
11582,"37,39,MT5",,
11581,"30,37,39,MT5",,
11583,"102,21A,22,25,25AX,25B,26A,28A,33,50,50B,H3,MT1,N2,N3",,
11584,"102,21A,22,25,25AX,25B,26A,28A,30,33,50,50B,H3,MT1,N2,N3",,
11580,30,,
11586,"30X,51,59",,
11589,"25AX,30X,3AX,3BX,51,59",,
11588,"101,101XS,25AX,30X,3AX,3BX,51,51B,59",,
11594,103,,
11590,"101,101XS,102,103",,
11599,"25AX,3AX,3BX",,
11598,"101,102,25AX,2A,3AX,3BX,51B",,
11597,"101,102,2A,51B",,
11603,"101,101XS,51B",,
11608,"26,36,51,51A,51B,59,AP1",,
11607,"26,36,51,51A,51B,59,AP1",,
11610,"51,51A,59",,
11609,"51,51A,59",,
11612,"25B,701X",,
11611,"25B,701X",,
11614,"11,30,35,36,MT5",,
11613,"11,30,35,36,MT5",,
11618,"15,21A,25,25AX,25BS,26,26A,26AT,51A,51B,56,701X,MT4,N3,N6",,
11617,"15,21A,25,25AX,25BS,26,26A,26AT,51A,51B,56,701X,MT4,N3,N6",,
11627,"101,25AX,27,2AS,3AX,3BX,51,51B,59,73,AP1,MT3",,
11626,"101,17S,25AX,27,2AS,30X,3A,3AX,3BX,51,51B,59,73,AP1,MT3",,
11629,"17S,18A,27,2A,30X,3A,7",,
11625,"17S,30X,3A",,
11650,10,,
11651,10,,
11653,10,,
11652,10,,
11655,"1,27,3A",,
11654,"1,27,3A",,
11656,"1,27,3A",,
11658,"1,27,3A",,
11659,"1,27,3A",,
11661,"17,17S,17T,25B,3,30,34,3X,51A,61,AP1,MT4",,
11660,"17,17S,17T,25B,3,30,34,3X,51A,61,AP1,MT4",,
11662,"17,17S,17T,25B,3,30,34,3X,51A,61,AP1,MT4",,
11663,"17,17S,17T,25B,3,30,34,3X,51A,61,AP1,MT4",,
11664,"17,17S,17T,25B,3,30,34,3X,51A,61,AP1,MT4",,
11665,"17,17S,17T,25B,3,30,34,3X,51A,61,AP1,MT4",,
11667,"17,17S,17T,25B,3,30,34,3X,51A,61,AP1,MT4",,
11666,"17,17S,17T,25B,3,30,34,3X,51A,61,AP1,MT4",,
11668,"1,10,17,25,27,3,3A,61,MT4",,
11669,"1,10,17,25,27,3,3A,61,MT4",,
11670,"1,10,17,25,27,3,3A,61,MT4",,
11671,"1,10,17,25,27,3,3A,61,MT4",,
11673,"1,10,17,25,27,3,3A,61,MT4",,
11672,"1,10,17,25,27,3,3A,61,MT4",,
11675,"1,10,17,25,27,3,3A,61,MT4",,
11674,"1,10,17,25,27,3,3A,61,MT4",,
11676,"17S,51A,AP1",,
11678,"17T,25B,30,34,3X",,
11679,"17T,25B,30,34,3X",,
11680,"17T,25B,30,34,3X",,
11681,"17T,25B,30,34,3X",,
11682,"17T,25B,30,34,3X",,
11683,"17T,25B,30,34,3X",,
11684,"17S,51A,AP1",,
11685,"17S,51A,AP1",,
11686,"17S,51A,AP1",,
11687,"17S,51A,AP1",,
11688,"1,101,16,16S,17,25,28C,3,3X,5,65,9A",,
11689,"1,101,16,16S,17,25,28C,3,3X,5,65,9A",,
11694,"18,18B,21AT,6B,N2",,
11709,"26,37",,
11710,"26,37",,
11715,"26,37",,
4497,"1A,32,33,4",,
4498,"1A,32,33,4",,
4499,"1A,32,33,4",,
11730,"26,36,51,51A,51B,59,AP1,MT1,MT4,N2",,
11729,"26,36,51,51A,51B,59,AP1,MT1,MT4,N2",,
11718,"26,51A,MT1,MT4,N2",,
11731,"26,36,51,51A,51B,59,AP1,MT1,MT4,N2",,
11733,"1,10,11,18,18B,2,21A,21AT,26,5,60,61,65,6B,9",,
11734,"18B,21AT,26,60,65,6B",,
11732,"1,10,11,18,18B,2,21A,21AT,5,61,9",,
10434,"H2,H3",,
10433,H3,,
10567,"101,21A,21AT,26A,26AT,32,3X,9,9A,H3,N1B,N3",,
11756,"103,10B,12,18B,19,2,28C,30,6A,7",,
11755,"103,10B,12,18B,19,2,28C,30,6A,7",,
11757,"18,18A,18B,2,2A,6A,H2",,
11758,"18,18A,18B,2,2A,6A,H2",,
11760,"28C,8",,
11761,"28C,8",,
11762,"28C,8",,
8284,"27,30,65",,
4749,"10,18A,1A,2,28B,29,30,34,6A,H2",,
4517,"10,18A,1A,2,28B,29,30,34,6A,H2",,
9886,"10,18A,1A,2,28B,29,30,34,6A,H2",,
8450,"16,16S,17T,18,25B,29,30,34,51A,61,65,9,9A,AP1,MT4",,
8518,"16,16S,17T,18,25B,29,30,34,51A,61,65,9,9A,AP1,MT4",,
11763,"12,17T,18,18A,18B,19,2,22,25,25B,2A,4,9,9A,H2",,
11764,"12,17T,18,18A,18B,19,2,22,25,25B,2A,4,9,9A,H2",,
11766,"12,22,23,25,25B,28C,32,5,6A,9,9A,N2",,
11765,"12,22,23,25,25B,28C,32,5,6A,9,9A,N2",,
11767,"101,1A,26,26A,32,3X,51A,5X,61,8A,H2,MT4,N1A,N1B,N2",,
11768,"101,1A,26,26A,32,3X,51A,5X,61,8A,H2,MT4,N1A,N1B,N2",,
6396,"19,7",,
7550,"19,7",,
11770,"101,1A,32,3X,51A,5X,61,H2,MT4,N2",,
11773,"10,10B,1A,28A,28B,28C,29,3,32",,
11776,"10,10B,1A,28A,28B,28C,29,3,32",,
10311,4,,
11778,"1,101,101XS,18A,18B,19,26,26A,3,33,3X,4,61,6A,71S,8A,MT4,N1A",,
11777,"1,101,101XS,18A,18B,19,26,26A,3,33,3X,4,61,6A,71S,8A,MT4,N1A",,
11781,"10,101,11,18,2,21A,21AT,26A,26AT,3,33,3A,3X,5,6A,N1B,N3",,
11782,"10,101,11,18,2,21A,21AT,26A,26AT,3,33,3A,3X,5,6A,N1B,N3",,
11783,"1,10,11,18,18B,2,21A,21AT,26,26AT,3A,5,61,71S,MT4,N3",,
11785,"1,10,11,18,18B,2,21A,21AT,26,26AT,5,55,60,61,65,71S,MT4,N3",,
11786,"1,10,11,18,18B,2,21A,21AT,26,26AT,5,55,60,61,65,71S,MT4,N3",,
11787,"10,10B,25B,28A,28B,28C,29,3,32,3AX,50,5X",,
11788,"10,10B,25B,28A,28B,28C,29,3,32,3AX,50,5X",,
5500,"28C,6A,6B,H1,H2,H3",,
6960,"28C,6A,6B,H1,H2,H3",,
11789,"1,10,11,18,18B,2,21A,21AT,26,26AT,5,55,60,61,65,71S,MT4,N3",,
11790,"1,10,11,18,18B,2,21A,21AT,26,26AT,5,55,60,61,65,71S,MT4,N3",,
11792,"103,10B,17,17S,18,18A,18B,2A,30,30X,3A,51A,N1B",,
11791,"103,10B,17,17S,18,18A,18B,2A,30,30X,3A,51A,N1B",,
8015,"101,17,17S,28C,30,3A,51A",,
11258,"101,17,17S,28C,30,3A,51A",,
11793,"1,10,11,18,18B,2,21A,21AT,26,26AT,5,55,60,61,65,71S,MT4,N3",,
11794,"1,10,11,18,18B,2,21A,21AT,26,26AT,5,55,60,61,65,71S,MT4,N3",,
11127,"2AS,73,MT3",,
11129,"2AS,73,MT3",,
11796,"101,101XS,102,103",,
11798,"101,101XS,102,103",,
11799,"101,101XS,102,103",,
11802,"101,101XS,102,103",,
11804,"101,101XS,102,103",,
11805,"101,101XS,102,103",,
11807,"101,101XS,102,103",,
11808,"101,101XS,102,103",,
11836,"29,34,9A",,
11837,"29,34,9A",,
11843,"29,34,9A",,
11844,"29,34,9A",,
11863,"17,17T,18,18A,18B,19,26,8A",,
11862,"17,17T,18,18A,18B,19,26,8A",,
11865,"17,17T",,
11870,"102,21A,22,25,25AX,25B,26A,28A,30,33,50,50B,H3,MT1,N2,N3",,
11871,"102,21A,22,25,25AX,25B,26A,28A,30,33,50,50B,H3,MT1,N2,N3",,
11873,"102,21A,22,25,25AX,25B,26A,28A,30,33,50,50B,H3,MT1,N2,N3",,
11872,"102,21A,22,25,25AX,25B,26A,28A,30,33,50,50B,H3,MT1,N2,N3",,
11742,"102,25B,26A,35,72,H3,MT1,MT3,N6",,
11741,"102,25B,26A,35,72,H3,MT1,MT3,N6",,
11876,"102,11,21A,22,25,25AX,25B,26A,28A,33,35,36,37,39,50,50B,72,MT1,MT4,MT5,N3,N5,N6",,
11877,"102,11,21A,22,25,25AX,25B,26A,28A,33,35,36,37,39,50,50B,72,MT1,MT4,MT5,N3,N5,N6",,
11878,"102,21A,22,25,25AX,25B,26A,28A,33,36,50,50B,MT1,MT4,MT5,N2,N3,N5,N6",,
11879,"102,21A,22,25,25AX,25B,26A,28A,33,36,50,50B,MT1,MT4,MT5,N2,N3,N5,N6",,
11881,"11,15,22,28A,30,33,34",,
11880,"11,15,22,28A,30,33,34",,
11883,"102,11,15,22,25B,26,26A,28A,30,30X,33,34,37,72,MT1,MT3,N2",,
11885,"102,11,15,22,25B,26,26A,28A,30,30X,33,34,37,72,MT1,MT3,N2",,
11884,"102,11,15,22,25B,26,26A,28A,30,30X,33,34,37,72,MT1,MT3,N2",,
11887,"15,21A,25,25AX,36,50,50B,51B,56,AP1,MT4,N2,N3,N5,N6",,
11903,"102,15,21A,21AT,25,25AX,25B,25BS,26,26A,26AT,51A,51B,56,701X,MT4,N3,N6",,
9071,"102,15,21A,21AT,25,25AX,25B,25BS,26,26A,26AT,51A,51B,56,701X,MT4,N3,N6",,
11902,"102,15,21A,21AT,25,25AX,25B,25BS,26,26A,26AT,51A,51B,56,701X,MT4,N3,N6",,
11904,"102,11,15,22,25B,26,26A,28A,30,30X,33,34,37,72,MT1,MT3,N2",,
11905,"102,11,15,22,25B,26,26A,28A,30,30X,33,34,37,72,MT1,MT3,N2",,
11907,"102,11,15,22,25B,26,26A,28A,30,30X,33,34,37,72,MT1,MT3,N2",,
11906,"102,11,15,22,25B,26,26A,28A,30,30X,33,34,37,72,MT1,MT3,N2",,
11557,"15,21A,21AT,25,25AX,25B,25BS,26,26A,26AT,51B,56,701X,MT4,N3",,
11556,"15,21A,21AT,25,25AX,25B,25BS,26,26A,26AT,51B,56,701X,MT4,N3",,
11559,"15,21A,21AT,25,25AX,25B,25BS,26,26A,26AT,51B,56,701X,MT4,N3",,
11561,"15,21A,21AT,25,25AX,25B,25BS,26,26A,26AT,51B,56,701X,MT4,N3",,
6478,"26,35,50B,51A,MT1,N2,N5",,
11575,"26,35,50B,51A,MT1,N2,N5",,
